A,determinant,B,type_relation
livre,de,sushis,r_topic
roman,des,pirates,r_topic
restaurant,de,pâtes,r_topic
application,de,tir,r_topic
jeu,de,yoga,r_topic
musée,du,drame,r_topic
manuel,d',architecture,r_topic
musée,des,vampires,r_topic
podcast,de,philosophie,r_topic
tableau,d',anime,r_topic
chanson,de la,comédie romantique,r_topic
anthologie,d',autobiographie,r_topic
exposition,de,western,r_topic
recette,des,zombies,r_topic
vidéo,des,vampires,r_topic
chaîne,d',architecture,r_topic
exposition,d',aliens,r_topic
peinture,de,danse,r_topic
album,d',amour,r_topic
émission,des,végétariennes,r_topic
magazine,de,lathéâtre classique,r_topic
manuel,du,médiévale,r_topic
application,d',autobiographie,r_topic
site,du,cinéma,r_topic
anthologie,de,sorcellerie,r_topic
jeu,de,bande dessinée,r_topic
manuel,des,pâtisseries,r_topic
émission,de la,dystopie,r_topic
tableau,de,rap,r_topic
application,d',espionnage,r_topic
site,de,polar,r_topic
exposition,de,sorcellerie,r_topic
musée,du,marketing,r_topic
magazine,d',histoire naturelle,r_topic
restaurant,de,littérature,r_topic
exposition,de,bières,r_topic
narration,des,news politiques,r_topic
musée,du,rap,r_topic
documentaire,de la,peinture,r_topic
chanson,des,news politiques,r_topic
roman,de la,chimie,r_topic
opéra,d',espionnage,r_topic
guide,des,végétariennes,r_topic
recette,de la,danse,r_topic
blog,des,voyages temporels,r_topic
restaurant,d',astronomie,r_topic
chaîne,d',opéra rock,r_topic
