A,determinant,B,type_relation
cordon,du,passementier,r_product_of
cordonnet,du,passementier,r_product_of
ganse,du,passementier,r_product_of
soutache,du,passementier,r_product_of
brandebourg,du,passementier,r_product_of
frange,du,passementier,r_product_of
crépine,du,passementier,r_product_of
gland,du,passementier,r_product_of
pompon,du,passementier,r_product_of
houppe,du,passementier,r_product_of
effilé,du,passementier,r_product_of
aiguillette,du,passementier,r_product_of
embrasse,du,passementier,r_product_of
cantonnière,de la,couturière,r_product_of
lambrequin,de la,couturière,r_product_of
draperie,de la,drapière,r_product_of
tenture,de la,tapissière,r_product_of
rideau,de la,couturière,r_product_of
voilage,de la,couturière,r_product_of
brise-bise,de la,couturière,r_product_of
vitrage,de la,couturière,r_product_of
store,du,fabricant,r_product_of
jalousie,du,fabricant,r_product_of
persienne,du,menuisier,r_product_of
volet,du,menuisier,r_product_of
contrevent,du,menuisier,r_product_of
auvent,du,menuisier,r_product_of
marquise,du,serrurier,r_product_of
baldaquin,de la,tapissière,r_product_of
ciel,de la,tapissière,r_product_of
dais,de la,tapissière,r_product_of
pavillon,de la,tapissière,r_product_of
tente,du,tentier,r_product_of
barnum,du,tentier,r_product_of
chapiteau,du,tentier,r_product_of
vélum,du,tentier,r_product_of
bâche,du,bâcheur,r_product_of
prélart,du,bâcheur,r_product_of
toile,du,bâcheur,r_product_of
ciré,du,toilier,r_product_of
voile,du,voilier,r_product_of
foc,du,voilier,r_product_of
génois,du,voilier,r_product_of
spi,du,voilier,r_product_of
spinnaker,du,voilier,r_product_of
grand-voile,du,voilier,r_product_of
misaine,du,voilier,r_product_of
artimon,du,voilier,r_product_of
cacatois,du,voilier,r_product_of
perroquet,du,voilier,r_product_of
hunier,du,voilier,r_product_of
voilure,du,voilier,r_product_of
gréement,du,gréeur,r_product_of
cordage,du,cordier,r_product_of
manœuvre,du,cordier,r_product_of
aussière,du,cordier,r_product_of
amarre,du,cordier,r_product_of
drisse,du,cordier,r_product_of
écoute,du,cordier,r_product_of
hauban,du,cordier,r_product_of
étai,du,cordier,r_product_of
pataras,du,cordier,r_product_of
balancine,du,cordier,r_product_of
bras,du,cordier,r_product_of
cargue,du,cordier,r_product_of
garcette,du,cordier,r_product_of
ralingue,du,cordier,r_product_of
bitord,du,cordier,r_product_of
lusin,du,cordier,r_product_of
grelin,du,cordier,r_product_of
câblot,du,cordier,r_product_of
touline,du,cordier,r_product_of
filin,du,cordier,r_product_of
bitture,du,cordier,r_product_of
glène,du,cordier,r_product_of
épissure,du,cordier,r_product_of
nœud,du,cordier,r_product_of
mât,du,mâteur,r_product_of
vergue,du,mâteur,r_product_of
bôme,du,mâteur,r_product_of
gui,du,mâteur,r_product_of
tangon,du,mâteur,r_product_of
beaupré,du,mâteur,r_product_of
bout-dehors,du,mâteur,r_product_of
corne,du,mâteur,r_product_of
pic,du,mâteur,r_product_of
antenne,du,mâteur,r_product_of
ancre,du,forgeron,r_product_of
chaîne,du,chaînier,r_product_of
chaînon,du,chaînier,r_product_of
maillon,du,chaînier,r_product_of
penture,du,ferronnier,r_product_of
gond,du,ferronnier,r_product_of
paumelle,du,ferronnier,r_product_of
charnière,du,ferronnier,r_product_of
fiche,du,ferronnier,r_product_of
crapaudine,du,ferronnier,r_product_of
pivot,du,ferronnier,r_product_of
verrou,du,serrurier,r_product_of
targette,du,serrurier,r_product_of
crémone,du,serrurier,r_product_of
loquet,du,serrurier,r_product_of
loqueteau,du,serrurier,r_product_of
bec-de-cane,du,serrurier,r_product_of
béquille,du,serrurier,r_product_of
poignée,du,serrurier,r_product_of
bouton,du,serrurier,r_product_of
pêne,du,serrurier,r_product_of
gâche,du,serrurier,r_product_of
pène,du,serrurier,r_product_of
rossignol,du,serrurier,r_product_of
crochet,du,serrurier,r_product_of
clé,du,serrurier,r_product_of
clef,du,serrurier,r_product_of
passe-partout,du,serrurier,r_product_of
cadenas,du,cadenaissier,r_product_of
serrure,du,serrurier,r_product_of
barillet,du,serrurier,r_product_of
cylindre,du,serrurier,r_product_of
combinaison,du,serrurier,r_product_of
heurtoir,du,ferronnier,r_product_of
marteau,du,ferronnier,r_product_of
sonnette,du,ferronnier,r_product_of
timbre,du,fondeur,r_product_of
carillon,du,fondeur,r_product_of
cloche,du,fondeur,r_product_of
bourdon,du,fondeur,r_product_of
campanile,du,fondeur,r_product_of
beffroi,du,fondeur,r_product_of
horloge,de l',horloger,r_product_of
cadran,de l',horloger,r_product_of
aiguille,de l',horloger,r_product_of
balancier,de l',horloger,r_product_of
échappement,de l',horloger,r_product_of
ancre,de l',horloger,r_product_of
roue,de l',horloger,r_product_of
pignon,de l',horloger,r_product_of
ressort,de l',horloger,r_product_of
spiral,de l',horloger,r_product_of
barillet,de l',horloger,r_product_of
remontoir,de l',horloger,r_product_of
couronne,de l',horloger,r_product_of
poussoir,de l',horloger,r_product_of
compteur,de l',horloger,r_product_of
chronographe,de l',horloger,r_product_of
calendrier,de l',horloger,r_product_of
phases,de l',horloger,r_product_of
répétition,de l',horloger,r_product_of
sonnerie,de l',horloger,r_product_of
réveil,de l',horloger,r_product_of
alarme,de l',horloger,r_product_of
carillon,de l',horloger,r_product_of
mouvement,de l',horloger,r_product_of
calibre,de l',horloger,r_product_of
boîtier,de l',horloger,r_product_of
bracelet,du,braceletier,r_product_of
fermoir,du,braceletier,r_product_of
boucle,du,boucletier,r_product_of
ardillon,du,boucletier,r_product_of
passant,du,maroquinier,r_product_of
anneau,du,maroquinier,r_product_of
dé,du,dier,r_product_of
doigtier,du,fabricant,r_product_of
étui,du,gainier,r_product_of
gaine,du,gainier,r_product_of
fourreau,du,gainier,r_product_of
fourre,du,gainier,r_product_of
housse,du,gainier,r_product_of
enveloppe,du,gainier,r_product_of
pochette,du,pochettier,r_product_of
portefeuille,du,maroquinier,r_product_of
porte-monnaie,du,maroquinier,r_product_of
bourse,du,boursier,r_product_of
escarcelle,du,fabricant,r_product_of
aumônière,du,fabricant,r_product_of
réticule,du,fabricant,r_product_of
ridicule,du,fabricant,r_product_of
balantine,du,fabricant,r_product_of
gibecière,du,fabricant,r_product_of
carnassière,du,fabricant,r_product_of
carnier,du,fabricant,r_product_of
musette,du,fabricant,r_product_of
besace,du,fabricant,r_product_of
bissac,du,fabricant,r_product_of
havresac,du,fabricant,r_product_of
sac,du,sacier,r_product_of
sacoche,du,fabricant,r_product_of
cartable,du,fabricant,r_product_of
serviette,du,fabricant,r_product_of
attaché-case,du,malletier,r_product_of
valise,du,malletier,r_product_of
malle,du,malletier,r_product_of
cantine,du,malletier,r_product_of
coffre,du,coffretier,r_product_of
cassette,du,coffretier,r_product_of
écrin,du,écrinier,r_product_of
coffret,du,coffretier,r_product_of
boîte,du,boîtier,r_product_of
étui,du,étuitier,r_product_of
trousse,du,fabricant,r_product_of
nécessaire,du,fabricant,r_product_of
vanity,du,fabricant,r_product_of
cabas,du,fabricant,r_product_of
couffin,du,vannier,r_product_of
panier,du,vannier,r_product_of
corbeille,du,vannier,r_product_of
bannette,du,vannier,r_product_of
paneton,du,vannier,r_product_of
manne,du,vannier,r_product_of
hotte,du,vannier,r_product_of
banne,du,vannier,r_product_of
berceau,du,vannier,r_product_of
bercelonnette,du,vannier,r_product_of
moïse,du,vannier,r_product_of
nacelle,du,vannier,r_product_of
landau,du,carrossier,r_product_of
poussette,du,fabricant,r_product_of
voiture,du,carrossier,r_product_of
carrosse,du,carrossier,r_product_of
berline,du,carrossier,r_product_of
calèche,du,carrossier,r_product_of
coupé,du,carrossier,r_product_of
cabriolet,du,carrossier,r_product_of
fiacre,du,carrossier,r_product_of
victoria,du,carrossier,r_product_of
tilbury,du,carrossier,r_product_of
phaéton,du,carrossier,r_product_of
vis-à-vis,du,carrossier,r_product_of
landaulet,du,carrossier,r_product_of
break,du,carrossier,r_product_of
char,du,charron,r_product_of
charrette,du,charron,r_product_of
carriole,du,charron,r_product_of
tombereau,du,charron,r_product_of
haquet,du,charron,r_product_of
fardier,du,charron,r_product_of
binard,du,charron,r_product_of
chariot,du,charron,r_product_of
fourgon,du,charron,r_product_of
diable,du,charron,r_product_of
brouette,du,charron,r_product_of
roue,du,charron,r_product_of
jante,du,charron,r_product_of
moyeu,du,charron,r_product_of
rayon,du,charron,r_product_of
essieu,du,charron,r_product_of
timon,du,charron,r_product_of
limon,du,charron,r_product_of
brancard,du,charron,r_product_of
ridelle,du,charron,r_product_of
hayon,du,charron,r_product_of
