A,determinant,B,type_relation
foret,d',Halatte,r_lieu
foret,de,Retz,r_lieu
foret,de,Laigue,r_lieu
foret,d',Ourscamp,r_lieu
foret,de,Saint-Gobain,r_lieu
foret,de,Coucy,r_lieu
foret,de,Mormal,r_lieu
foret,de,Raismes,r_lieu
foret,de,Nieppe,r_lieu
foret,de,Clairmarais,r_lieu
foret,d',Hesdin,r_lieu
foret,de,Crécy,r_lieu
foret,d',Eu,r_lieu
foret,d',Arques,r_lieu
foret,d',Eawy,r_lieu
foret,de,Brotonne,r_lieu
foret,du,Rouray,r_lieu
foret,de,Conches,r_lieu
foret,de,Breteuil,r_lieu
foret,de,Senonches,r_lieu
foret,de,Montargis,r_lieu
foret,d',Orléans,r_lieu
foret,de,Russy,r_lieu
foret,de,Blois,r_lieu
foret,de,Bercé,r_lieu
foret,de,Lussac,r_lieu
foret,de,Châtellerault,r_lieu
foret,de,Benon,r_lieu
foret,de la,Coubre,r_lieu
foret,de,Sainte-Baume,r_lieu
foret,du,Dom,r_lieu
foret,de,Vizzavona,r_lieu
foret,de,Valdo-Niello,r_lieu
foret,d',Aitone,r_lieu
foret,de,Bavella,r_lieu
ile,de,France,r_lieu
ile,de,Corse,r_lieu
ile,de,Ré,r_lieu
ile,d',Oléron,r_lieu
ile,de,Noirmoutier,r_lieu
ile,d',Yeu,r_lieu
ile,de,Groix,r_lieu
ile,de,Belle-Ile,r_lieu
ile,d',Ouessant,r_lieu
ile,de,Batz,r_lieu
ile,de,Bréhat,r_lieu
ile,du,Levant,r_lieu
ile,de,Porquerolles,r_lieu
ile,de,Port-Cros,r_lieu
ile,d',Aix,r_lieu
ile,de,Sein,r_lieu
ile,de,Molène,r_lieu
ile,de,Jersey,r_lieu
ile,de,Guernesey,r_lieu
ile,de,Sercq,r_lieu
ile,d',Aurigny,r_lieu
ile,de,Man,r_lieu
ile,de,Wight,r_lieu
ile,de,Skye,r_lieu
ile,de,Mull,r_lieu
ile,d',Arran,r_lieu
ile,de,Lewis,r_lieu
ile,d',Islay,r_lieu
ile,de,Jura,r_lieu
ile,de,Mainland,r_lieu
ile,de,Anglesey,r_lieu
ile,de,Gotland,r_lieu
ile,de,Öland,r_lieu
ile,de,Sjaelland,r_lieu
ile,de,Fionie,r_lieu
ile,de,Lolland,r_lieu
ile,de,Bornholm,r_lieu
ile,de,Rügen,r_lieu
ile,de,Sylt,r_lieu
ile,de,Texel,r_lieu
ile,de,Malte,r_lieu
ile,de,Gozo,r_lieu
ile,de,Chypre,r_lieu
ile,de,Crète,r_lieu
ile,de,Rhodes,r_lieu
ile,de,Corfou,r_lieu
ile,de,Lesbos,r_lieu
ile,de,Samos,r_lieu
ile,de,Chios,r_lieu
ile,de,Naxos,r_lieu
ile,de,Paros,r_lieu
ile,de,Santorin,r_lieu
ile,de,Milos,r_lieu
ile,de,Mykonos,r_lieu
ile,de,Sicile,r_lieu
ile,de,Sardaigne,r_lieu
ile,d',Elbe,r_lieu
ile,de,Capri,r_lieu
ile,d',Ischia,r_lieu
ile,de,Lipari,r_lieu
ile,de,Majorque,r_lieu
ile,de,Minorque,r_lieu
ile,d',Ibiza,r_lieu
ile,de,Formentera,r_lieu
ile,de,Madère,r_lieu
ile,de,Porto-Santo,r_lieu
ile,de,Ténérife,r_lieu
ile,de,Fuerteventura,r_lieu
ile,de,Grande-Canarie,r_lieu
ile,de,Lanzarote,r_lieu
ile,de,La-Palma,r_lieu
ile,de,La-Gomera,r_lieu
ile,de,El-Hierro,r_lieu
ile,de,Santiago,r_lieu
ile,de,Santo-Antao,r_lieu
ile,de,Boa-Vista,r_lieu
ile,de,Fogo,r_lieu
ile,de,Sao-Vicente,r_lieu
ile,de,Sal,r_lieu
ile,de,Sao-Nicolau,r_lieu
ile,de,Brava,r_lieu
ile,de,Maio,r_lieu
ile,de,Sao-Tomé,r_lieu
ile,de,Príncipe,r_lieu
ile,de,Bioko,r_lieu
ile,de,Annobon,r_lieu
ile,de,Zanzibar,r_lieu
ile,de,Pemba,r_lieu
ile,de,Mafia,r_lieu
ile,de,Madagascar,r_lieu
ile,de la,Réunion,r_lieu
ile,de,Maurice,r_lieu
ile,de,Rodrigues,r_lieu
ile,de,Mayotte,r_lieu
ile,de,Anjouan,r_lieu
ile,de,Mohéli,r_lieu
ile,de,Grande-Comore,r_lieu
ile,de,Socotra,r_lieu
ile,de,Ceylan,r_lieu
ile,des,Maldives,r_lieu
ile,de,Phuket,r_lieu
ile,de,Samui,r_lieu
ile,de,Langkawi,r_lieu
ile,de,Penang,r_lieu
ile,de,Singapour,r_lieu
ile,de,Batan,r_lieu
ile,de,Luzon,r_lieu
ile,de,Mindoro,r_lieu
ile,de,Palawan,r_lieu
ile,de,Panay,r_lieu
ile,de,Negros,r_lieu
ile,de,Cebu,r_lieu
ile,de,Bohol,r_lieu
ile,de,Leyte,r_lieu
ile,de,Samar,r_lieu
ile,de,Masbate,r_lieu
ile,de,Mindanao,r_lieu
ile,de,Sulu,r_lieu
ile,de,Basilan,r_lieu
ile,de,Jolo,r_lieu
ile,de,Tawi-Tawi,r_lieu
ile,de,Taiwan,r_lieu
ile,de,Hainan,r_lieu
ile,de,Hokkaido,r_lieu
ile,de,Honshu,r_lieu
ile,de,Shikoku,r_lieu
ile,de,Kyushu,r_lieu
ile,de,Okinawa,r_lieu
ile,de,Sado,r_lieu
ile,de,Tsushima,r_lieu
ile,de,Awaji,r_lieu
ile,de,Sakhaline,r_lieu
ile,de,Wrangel,r_lieu
ile,de,Nouvelle-Zemble,r_lieu
ile,de,Vaïgatch,r_lieu
ile,de,Kolgouïev,r_lieu
ile,de,Bely,r_lieu
ile,de,Vilkitski,r_lieu
ile,de,Chokalski,r_lieu
ile,de,Dikson,r_lieu
ile,de,Sibiriakov,r_lieu
ile,de,Rousski,r_lieu
ile,de,Oleniy,r_lieu
ile,de,Bolshoy-Begichev,r_lieu
ile,de,Pestchanov,r_lieu
ile,de,Dunay,r_lieu
ile,de,Muostakh,r_lieu
ile,de,Makar,r_lieu
ile,de,Stolbovoy,r_lieu
ile,de,Belkovski,r_lieu
ile,de,Kotelny,r_lieu
ile,de,Novaya-Sibir,r_lieu
ile,de,Bennett,r_lieu
ile,de,Jeannette,r_lieu
ile,de,Henrietta,r_lieu
ile,de,Vilvil-Island,r_lieu
ile,de,Zhovhov,r_lieu
ile,de,Aion,r_lieu
ile,de,Kolioutchine,r_lieu
ile,de,Saint-Laurent,r_lieu
ile,de,Nunivak,r_lieu
ile,de,Kodiak,r_lieu
ile,de,Unimak,r_lieu
ile,de,Unalaska,r_lieu
ile,de,Umnak,r_lieu
ile,de,Atka,r_lieu
ile,de,Adak,r_lieu
ile,de,Amchitka,r_lieu
ile,de,Kiska,r_lieu
ile,de,Attu,r_lieu
ile,de,Vancouver,r_lieu
ile,de,Graham,r_lieu
ile,de,Moresby,r_lieu
ile,de,Banks,r_lieu
ile,de,Victoria,r_lieu
ile,de,Prince-de-Galles,r_lieu
ile,de,Somerset,r_lieu
ile,de,King-William,r_lieu
ile,de,Bylot,r_lieu
ile,de,Baffin,r_lieu
ile,de,Southampton,r_lieu
ile,de,Coats,r_lieu
ile,de,Mansel,r_lieu
ile,de,Akpatok,r_lieu
ile,de,Salisbury,r_lieu
ile,de,Nottingham,r_lieu
ile,de,Belcher,r_lieu
ile,de,Ellesmere,r_lieu
ile,de,Devon,r_lieu
ile,de,Cornwallis,r_lieu
ile,de,Bathurst,r_lieu
ile,de,Melville,r_lieu
ile,de,Prince-Patrick,r_lieu
ile,de,Eglinton,r_lieu
ile,de,Borden,r_lieu
ile,de,Mackenzie-King,r_lieu
ile,de,Lougheed,r_lieu
ile,de,Ellef-Ringnes,r_lieu
ile,de,Amund-Ringnes,r_lieu
ile,de,Axel-Heiberg,r_lieu
ile,de,Meighen,r_lieu
ile,de,Cornwall,r_lieu
ile,de,Graham,r_lieu
ile,de,Buckingham,r_lieu
ile,de,Table,r_lieu
ile,de,Exmouth,r_lieu
ile,de,Ekins,r_lieu
ile,de,Helena,r_lieu
ile,de,Cameron,r_lieu
ile,de,Vanier,r_lieu
ile,de,Massey,r_lieu
ile,de,Alexander,r_lieu
ile,de,Stefansson,r_lieu
ile,de,Prescott,r_lieu
ile,de,Russell,r_lieu
ile,de,Lowther,r_lieu
ile,de,Griffith,r_lieu
ile,de,Somerville,r_lieu
ile,de,Browne,r_lieu
ile,de,Young,r_lieu
ile,de,Hyde-Parker,r_lieu
ile,de,Coburg,r_lieu
ile,de,Hoved,r_lieu
ile,de,Thorvald,r_lieu
ile,de,Stor,r_lieu
ile,de,Hat,r_lieu
ile,de,Reid,r_lieu
ile,de,Kitson,r_lieu
ile,de,Dundas,r_lieu
ile,de,Margaret,r_lieu
ile,de,Baillie-Hamilton,r_lieu
ile,de,Dundas,r_lieu
ile,de,Little-Cornwallis,r_lieu
ile,de,Truro,r_lieu
ile,de,Houston-Stewart,r_lieu
ile,de,Gribbell,r_lieu
ile,de,Princess-Royal,r_lieu
ile,de,Aristazabal,r_lieu
ile,de,Swindle,r_lieu
ile,de,Price,r_lieu
ile,de,Hunter,r_lieu
ile,de,Calvert,r_lieu
ile,de,Campania,r_lieu
ile,de,Gil,r_lieu
ile,de,Pitt,r_lieu
ile,de,Banks,r_lieu
ile,de,McCauley,r_lieu
ile,de,Porcher,r_lieu
ile,de,Kennedy,r_lieu
ile,de,Stephens,r_lieu
ile,de,Dundas,r_lieu
ile,de,Zayas,r_lieu
ile,de,Annette,r_lieu
ile,de,Revillagigedo,r_lieu
ile,de,Gravina,r_lieu
ile,de,Duke,r_lieu
ile,de,Cleveland,r_lieu
ile,de,Prince-de-Galles,r_lieu
ile,de,Kupreanof,r_lieu
ile,de,Mitkof,r_lieu
ile,de,Zarembo,r_lieu
ile,de,Etolin,r_lieu
ile,de,Wrangell,r_lieu
ile,de,Kuiu,r_lieu
ile,de,Baranof,r_lieu
ile,de,Chichagof,r_lieu
ile,de,Admiralty,r_lieu
ile,de,Kruzof,r_lieu
ile,de,Catherine,r_lieu
ile,de,Douglas,r_lieu
ile,de,Pleasant,r_lieu
ile,de,Lemesurier,r_lieu
ile,de,Inian,r_lieu
ile,de,Yakobi,r_lieu
ile,de,Heceta,r_lieu
ile,de,Kosciusko,r_lieu
ile,de,Dall,r_lieu
ile,de,Suemez,r_lieu
ile,de,Sukkwan,r_lieu
ile,de,Long,r_lieu
ile,de,Tuxekan,r_lieu
ile,de,Orr,r_lieu
ile,de,Marble,r_lieu
ile,de,Coronation,r_lieu
ile,de,Warren,r_lieu
ile,de,Maurelle,r_lieu
ile,de,San-Fernando,r_lieu
ile,de,Lulu,r_lieu
ile,de,Noyes,r_lieu
ile,de,Baker,r_lieu
ile,de,Saint-Ignace,r_lieu
ile,de,Kassa,r_lieu
ile,de,Sukkwan,r_lieu
ile,de,Gravina,r_lieu
ile,de,Pennock,r_lieu
ile,de,Betton,r_lieu
ile,de,Seal,r_lieu
ile,de,Tlevak,r_lieu
ile,de,Jackson,r_lieu
ile,de,Southeastern,r_lieu
ile,de,Alexander,r_lieu
ile,de,Afognak,r_lieu
ile,de,Shuyak,r_lieu
ile,de,Marmot,r_lieu
ile,de,Raspberry,r_lieu
ile,de,Whale,r_lieu
ile,de,Spruce,r_lieu
ile,de,Woody,r_lieu
ile,de,Near,r_lieu
ile,de,Chiniak,r_lieu
ile,de,Sitkalidak,r_lieu
ile,de,Tugidak,r_lieu
ile,de,Sitkinak,r_lieu
ile,de,Chirikof,r_lieu
ile,de,Semidi,r_lieu
ile,de,Chowiet,r_lieu
ile,de,Aghiyuk,r_lieu
ile,de,Kateekuk,r_lieu
ile,de,Anowiki,r_lieu
ile,de,Kiliktagik,r_lieu
ile,de,Sukoi,r_lieu
ile,de,Nuniak,r_lieu
