A,determinant,B,type_relation
télex,de,journaliste,r_own-1
micro,de,reporter,r_own-1
caméra,de,cinéaste,r_own-1
projecteur,d',éclairagiste,r_own-1
écran,de,spectateur,r_own-1
fauteuil,de,cinéphile,r_own-1
billet,de,voyageur,r_own-1
passeport,de,touriste,r_own-1
valise,de,passager,r_own-1
malle,d',explorateur,r_own-1
sac,d',alpiniste,r_own-1
gourde,de,randonneur,r_own-1
boussole,de,navigateur,r_own-1
sextant,de,marin,r_own-1
gouvernail,de,timonier,r_own-1
ancre,de,capitaine,r_own-1
mât,de,gabier,r_own-1
voile,de,skipper,r_own-1
proue,de,galère,r_own-1
rames,de,galérien,r_own-1
fouet,de,chiourme,r_own-1
chaînes,d',esclave,r_own-1
carcan,de,prisonnier,r_own-1
verrou,de,geôlier,r_own-1
cachot,de,détenu,r_own-1
échafaud,de,condamné,r_own-1
hache,de,bourreau,r_own-1
gibet,de,malfaiteur,r_own-1
revolver,de,gangster,r_own-1
pistolet,de,bandit,r_own-1
canon,d',artilleur,r_own-1
obus,de,canonnier,r_own-1
baïonnette,de,fusilier,r_own-1
uniforme,de,caporal,r_own-1
galon,de,sergent,r_own-1
épaulette,d',officier,r_own-1
képi,de,colonel,r_own-1
bicorne,de,général,r_own-1
tunique,de,garde,r_own-1
hussard,de,cavalerie,r_own-1
cuirasse,de,cuirassier,r_own-1
dragonne,de,sabre,r_own-1
fourreau,d',épée,r_own-1
bouclier,d',hoplite,r_own-1
lance,de,lancier,r_own-1
fronde,de,berger,r_own-1
arc,d',indien,r_own-1
flèche,d',archer,r_own-1
carquois,de,guerrier,r_own-1
turban,de,sultan,r_own-1
voile,de,touareg,r_own-1
burnous,d',arabe,r_own-1
sarong,de,malais,r_own-1
kimono,de,japonais,r_own-1
toge,de,romain,r_own-1
peplum,de,grec,r_own-1
tunique,de,gaulois,r_own-1
braies,de,celte,r_own-1
fourrure,de,trappeur,r_own-1
manteau,de,vicomte,r_own-1
hermine,de,duc,r_own-1
couronne,de,marquis,r_own-1
baronnie,de,baron,r_own-1
comté,de,comte,r_own-1
fief,de,seigneur,r_own-1
manoir,de,gentilhomme,r_own-1
domaine,de,propriétaire,r_own-1
ferme,de,fermier,r_own-1
grange,de,paysan,r_own-1
étable,de,vacher,r_own-1
porcherie,d',éleveur,r_own-1
poulailler,de,fermière,r_own-1
vigne,de,vigneron,r_own-1
verger,d',arboriculteur,r_own-1
jardin,de,jardinier,r_own-1
serre,d',horticulteur,r_own-1
atelier,d',artiste,r_own-1
studio,de,photographe,r_own-1
labo,de,chercheur,r_own-1
officine,de,pharmacien,r_own-1
clinique,de,docteur,r_own-1
étude,de,notaire,r_own-1
cabinet,d',avocat,r_own-1
bureau,de,comptable,r_own-1
agence,de,publicitaire,r_own-1
kiosque,de,vendeur,r_own-1
étalage,d',épicier,r_own-1
comptoir,de,cafetier,r_own-1
scène,d',acteur,r_own-1
piste,de,clown,r_own-1
manège,d',enfant,r_own-1
jouet,de,bambin,r_own-1
poupée,de,fillette,r_own-1
ours,de,peluche,r_own-1
berceau,de,bébé,r_own-1
landau,de,nourrice,r_own-1
poussette,de,maman,r_own-1
biberon,de,nourrisson,r_own-1
hochet,de,petit,r_own-1
tétine,d',enfant,r_own-1
couverture,de,dormeur,r_own-1
oreiller,de,voyageur,r_own-1
valise,de,client,r_own-1
malle,de,passager,r_own-1
bourse,de,marchand,r_own-1
portefeuille,de,père,r_own-1
sac,de,dame,r_own-1
bijou,d',épouse,r_own-1
alliance,de,marié,r_own-1
bague,de,fiancée,r_own-1
collier,de,femme,r_own-1
montre,de,monsieur,r_own-1
canne,de,marcheur,r_own-1
parapluie,de,piéton,r_own-1
chapeau,de,dandy,r_own-1
casquette,d',ouvrier,r_own-1
béret,de,paysan,r_own-1
bonnet,de,montagnard,r_own-1
écharpe,d',enfant,r_own-1
gants,de,boxeur,r_own-1
manteau,d',hiver,r_own-1
veste,de,garçon,r_own-1
pantalon,d',homme,r_own-1
chemise,de,mari,r_own-1
cravate,de,cadre,r_own-1
chaussures,de,marcheur,r_own-1
bottes,de,cavalier,r_own-1
sabots,de,fermier,r_own-1
sandales,de,touriste,r_own-1
escarpins,d',actrice,r_own-1
voiture,de,conducteur,r_own-1
moto,de,motard,r_own-1
vélo,d',enfant,r_own-1
skate,de,jeune,r_own-1
trottinette,de,gamin,r_own-1
ballon,de,footballeur,r_own-1
raquette,de,champion,r_own-1
skis,de,skieur,r_own-1
luge,d',enfant,r_own-1
maillot,de,nageur,r_own-1
casque,de,pilote,r_own-1
gilet,de,sauvetage,r_own-1
bouée,d',enfant,r_own-1
canif,de,pêcheur,r_own-1
ligne,de,pêcheur,r_own-1
moulinet,de,pêcheur,r_own-1
fusil,de,chasseur,r_own-1
cartouche,de,chasseur,r_own-1
gibecière,de,chasseur,r_own-1
carnet,de,dessinateur,r_own-1
album,de,collectionneur,r_own-1
timbres,de,philatéliste,r_own-1
monnaies,de,numismate,r_own-1
archives,d',historien,r_own-1
grimoire,de,mage,r_own-1
balai,de,sorcière,r_own-1
chaudron,de,magicien,r_own-1
boule,de,voyante,r_own-1
tapis,de,fakir,r_own-1
flûte,de,charmeur,r_own-1
panier,de,serpent,r_own-1
lasso,de,cowboy,r_own-1
selle,de,jockey,r_own-1
mors,de,cheval,r_own-1
étrier,de,cavalier,r_own-1
cravache,de,jockey,r_own-1
muselière,de,chien,r_own-1
laisse,de,maître,r_own-1
collier,de,toutou,r_own-1
panier,de,chat,r_own-1
litière,d',animal,r_own-1
cage,de,perroquet,r_own-1
ruche,d',abeille,r_own-1
étable,de,vache,r_own-1
écurie,d',étalon,r_own-1
porcherie,de,truie,r_own-1
poulailler,de,poule,r_own-1
niche,de,chien,r_own-1
terrier,de,lapin,r_own-1
nid,d',oiseau,r_own-1
toile,d',araignée,r_own-1
fourmilière,de,fourmi,r_own-1
ruche,de,bourdon,r_own-1
étang,de,grenouille,r_own-1
rivière,de,castor,r_own-1
barrage,de,castor,r_own-1
