A,determinant,B,type_relation
ordination,de,évêque,r_processus_agent
ordonnance,de,médecin,r_processus_agent
ordre,de,capitaine,r_processus_agent
organisation,de,planificateur,r_processus_agent
orgueil,de,chef,r_processus_agent
orientation,de,guide,r_processus_agent
originalité,d',artiste,r_processus_agent
ornementation,de,décorateur,r_processus_agent
oscillation,de,pendule,r_processus_agent
osée,d',audacieux,r_processus_agent
ostentation,de,riche,r_processus_agent
otage,de,ravisseur,r_processus_agent
ouverture,de,portier,r_processus_agent
oubli,de,distrait,r_processus_agent
ouvrage,d',artisan,r_processus_agent
ovale,de,visage,r_processus_agent
ovation,de,public,r_processus_agent
overdose,de,toxicomane,r_processus_agent
ovulation,de,femme,r_processus_agent
oxydation,de,métal,r_processus_agent
oxygénation,de,sportif,r_processus_agent
pacification,de,diplomate,r_processus_agent
pacte,d',allié,r_processus_agent
paganisme,de,païen,r_processus_agent
pagayage,de,rameur,r_processus_agent
paie,de,patron,r_processus_agent
paiement,de,client,r_processus_agent
paillage,de,rempailleur,r_processus_agent
paître,de,vache,r_processus_agent
palabre,de,tribun,r_processus_agent
pâleur,de,visage,r_processus_agent
palissade,de,charpentier,r_processus_agent
palpation,de,médecin,r_processus_agent
palpitation,de,cœur,r_processus_agent
panade,de,pauvre,r_processus_agent
panaris,de,malade,r_processus_agent
panonceau,d',huissier,r_processus_agent
panoptique,de,gardien,r_processus_agent
panoptisme,d',expert,r_processus_agent
panoramique,de,cinéaste,r_processus_agent
pansement,d',infirmier,r_processus_agent
pantin,de,marionnettiste,r_processus_agent
pantomime,de,mime,r_processus_agent
papillonnage,de,séducteur,r_processus_agent
papillotement,de,œil,r_processus_agent
parachutage,de,soldat,r_processus_agent
parade,d',athlète,r_processus_agent
parage,de,marin,r_processus_agent
parallèle,de,géomètre,r_processus_agent
paralysie,de,malade,r_processus_agent
paramétrage,d',expert,r_processus_agent
paranoïa,de,patient,r_processus_agent
paraphe,de,notaire,r_processus_agent
paraphrase,de,étudiant,r_processus_agent
parasitage,d',insecte,r_processus_agent
parcours,de,voyageur,r_processus_agent
pardon,d',offensé,r_processus_agent
parédolie,d',observateur,r_processus_agent
paresse,de,fainéant,r_processus_agent
parfait,de,cuisinier,r_processus_agent
parfilage,d',ouvrière,r_processus_agent
parforage,d',ouvrier,r_processus_agent
parfum,de,fleur,r_processus_agent
parité,d',arbitre,r_processus_agent
parjure,de,menteur,r_processus_agent
parlage,de,locuteur,r_processus_agent
parodie,d',humoriste,r_processus_agent
paroi,d',alpiniste,r_processus_agent
parole,d',orateur,r_processus_agent
parrainage,de,parrain,r_processus_agent
parricide,de,meurtrier,r_processus_agent
part,d',héritier,r_processus_agent
partage,de,partageur,r_processus_agent
partance,de,marin,r_processus_agent
parti,d',adhérent,r_processus_agent
participation,de,membre,r_processus_agent
particularisme,d',habitant,r_processus_agent
partie,de,joueur,r_processus_agent
partition,de,musicien,r_processus_agent
parution,d',auteur,r_processus_agent
parure,de,reine,r_processus_agent
parvenue,d',ambitieux,r_processus_agent
pas,de,marcheur,r_processus_agent
passage,de,passant,r_processus_agent
passation,de,notaire,r_processus_agent
passe,de,joueur,r_processus_agent
passementerie,d',artisan,r_processus_agent
passivité,de,fainéant,r_processus_agent
pastelliste,d',artiste,r_processus_agent
pastillage,de,confiseur,r_processus_agent
pastillage,de,pâtissier,r_processus_agent
pataugeage,d',enfant,r_processus_agent
patchwork,de,couturière,r_processus_agent
patente,de,marchand,r_processus_agent
paternité,de,père,r_processus_agent
pathologie,de,médecin,r_processus_agent
patience,de,sage,r_processus_agent
patinage,de,patineur,r_processus_agent
pâtissage,de,boulanger,r_processus_agent
patois,d',habitant,r_processus_agent
patrimoine,d',ancêtre,r_processus_agent
patriotisme,de,citoyen,r_processus_agent
patronage,de,mécène,r_processus_agent
patrouille,de,policier,r_processus_agent
pâturage,d',animal,r_processus_agent
paume,de,joueur,r_processus_agent
pause,d',ouvrier,r_processus_agent
pauvreté,d',indigent,r_processus_agent
pavage,de,pavier,r_processus_agent
pavoisement,d',habitant,r_processus_agent
paye,d',employeur,r_processus_agent
paysage,de,peintre,r_processus_agent
péage,de,voyageur,r_processus_agent
peau,d',animal,r_processus_agent
peccadille,d',enfant,r_processus_agent
pêche,de,pêcheur,r_processus_agent
pédagogie,d',enseignant,r_processus_agent
pédalage,de,cycliste,r_processus_agent
peignage,de,coiffeur,r_processus_agent
peinture,d',artiste,r_processus_agent
pelage,de,chien,r_processus_agent
pèlerinage,de,pèlerin,r_processus_agent
pelletage,d',ouvrier,r_processus_agent
pelotage,d',amoureux,r_processus_agent
peloton,de,coureur,r_processus_agent
pelotonnement,de,chat,r_processus_agent
pénalité,d',arbitre,r_processus_agent
penchant,de,vindicatif,r_processus_agent
pendaison,de,bourreau,r_processus_agent
pénétration,d',espion,r_processus_agent
pénitence,de,pénitent,r_processus_agent
pénurie,d',habitant,r_processus_agent
pensée,de,penseur,r_processus_agent
pension,de,retraité,r_processus_agent
pente,de,skieur,r_processus_agent
percée,de,soldat,r_processus_agent
perception,d',agent,r_processus_agent
perçage,d',ouvrier,r_processus_agent
perche,d',athlète,r_processus_agent
perchoir,d',oiseau,r_processus_agent
percussion,de,batteur,r_processus_agent
perdition,de,âme,r_processus_agent
perdu,de,joueur,r_processus_agent
pérégrination,de,voyageur,r_processus_agent
perfection,d',artisan,r_processus_agent
perfidie,de,traître,r_processus_agent
perforation,d',ouvrier,r_processus_agent
performance,d',athlète,r_processus_agent
péril,de,marin,r_processus_agent
périphrase,de,écrivain,r_processus_agent
périple,de,voyageur,r_processus_agent
perle,de,joaillier,r_processus_agent
permanence,de,gardien,r_processus_agent
permission,d',officier,r_processus_agent
permutation,d',agent,r_processus_agent
permutation,de,mathématicien,r_processus_agent
perpétration,de,criminel,r_processus_agent
perpétuation,de,témoin,r_processus_agent
perquisition,de,policier,r_processus_agent
persévérance,de,chercheur,r_processus_agent
persistance,de,mal,r_processus_agent
personnalité,d',individu,r_processus_agent
personnification,d',acteur,r_processus_agent
perspective,d',architecte,r_processus_agent
perspicacité,de,détective,r_processus_agent
persuasion,d',orateur,r_processus_agent
perte,de,perdant,r_processus_agent
pertinence,d',expert,r_processus_agent
perturbation,d',agitateur,r_processus_agent
perversion,de,débauché,r_processus_agent
perversité,d',ennemi,r_processus_agent
pesage,de,boxeur,r_processus_agent
pesée,de,vendeur,r_processus_agent
pessimisme,de,penseur,r_processus_agent
peste,de,malade,r_processus_agent
pétillement,de,œil,r_processus_agent
pétition,de,citoyen,r_processus_agent
pétrissage,de,boulanger,r_processus_agent
pétulance,de,jeune,r_processus_agent
peuple,de,citoyen,r_processus_agent
peur,de,couard,r_processus_agent
phénomène,de,mode,r_processus_agent
philanthropie,de,mécène,r_processus_agent
philosophie,de,penseur,r_processus_agent
phonétique,de,linguiste,r_processus_agent
photo,de,photographe,r_processus_agent
phrase,de,écrivain,r_processus_agent
physique,d',athlète,r_processus_agent
piaillement,d',oiseau,r_processus_agent
pianotage,de,pianiste,r_processus_agent
piazza,de,touriste,r_processus_agent
piétinement,de,foule,r_processus_agent
piété,de,fidèle,r_processus_agent
pifomètre,d',amateur,r_processus_agent
pige,de,journaliste,r_processus_agent
pillage,de,barbare,r_processus_agent
pilonnage,d',artillerie,r_processus_agent
pilotage,de,pilote,r_processus_agent
pilule,de,malade,r_processus_agent
piment,de,cuistot,r_processus_agent
pinceau,d',artiste,r_processus_agent
pinçage,de,musicien,r_processus_agent
pincée,de,chef,r_processus_agent
piochage,de,terrassier,r_processus_agent
pionnier,d',explorateur,r_processus_agent
pipe,de,fumeur,r_processus_agent
piquage,de,brodeuse,r_processus_agent
pique,de,soldat,r_processus_agent
piqûre,d',infirmier,r_processus_agent
piratage,d',hacker,r_processus_agent
pirouette,d',acrobate,r_processus_agent
pissage,d',animal,r_processus_agent
piste,de,détective,r_processus_agent
pistonnage,de,favori,r_processus_agent
pitié,de,compatissant,r_processus_agent
pivot,de,danseur,r_processus_agent
placement,de,banquier,r_processus_agent
placide,de,sage,r_processus_agent
placidité,de,juge,r_processus_agent
plage,de,vacancier,r_processus_agent
plagiaire,de,écrivain,r_processus_agent
plagiat,d',auteur,r_processus_agent
plaid,de,voyageur,r_processus_agent
plaidoirie,d',avocat,r_processus_agent
plaignant,de,victime,r_processus_agent
plainte,de,victime,r_processus_agent
plaisance,de,marin,r_processus_agent
plaisanterie,de,farceur,r_processus_agent
plan,d',architecte,r_processus_agent
planage,de,planeur,r_processus_agent
planche,de,surf,r_processus_agent
planification,d',expert,r_processus_agent
plantage,de,jardinier,r_processus_agent
plantation,de,planteur,r_processus_agent
plante,de,botaniste,r_processus_agent
plastique,de,chirurgien,r_processus_agent
plat,de,cuisinier,r_processus_agent
plateau,d',acteur,r_processus_agent
plâtrage,de,maçon,r_processus_agent
plébiscite,de,peuple,r_processus_agent
plein,de,conducteur,r_processus_agent
pleur,d',enfant,r_processus_agent
pleutre,de,lâche,r_processus_agent
pli,de,peau,r_processus_agent
pliage,d',ouvrier,r_processus_agent
plissage,de,couturier,r_processus_agent
plombage,de,dentiste,r_processus_agent
plongée,de,plongeur,r_processus_agent
ploiement,de,genou,r_processus_agent
pluie,de,ciel,r_processus_agent
plumage,d',oiseau,r_processus_agent
plumitif,de,écrivain,r_processus_agent
pluralité,de,choix,r_processus_agent
plus-value,de,banquier,r_processus_agent
poche,de,vêtement,r_processus_agent
poème,de,poète,r_processus_agent
poésie,d',auteur,r_processus_agent
poids,d',athlète,r_processus_agent
poigne,de,chef,r_processus_agent
poignet,de,tennisman,r_processus_agent
poing,de,boxeur,r_processus_agent
point,de,brodeuse,r_processus_agent
pointage,d',ouvrier,r_processus_agent
pointe,de,ballerine,r_processus_agent
pointillage,de,dessinateur,r_processus_agent
pointure,de,cordonnier,r_processus_agent
poison,d',empoisonneur,r_processus_agent
poisse,de,malchanceux,r_processus_agent
polémique,de,journaliste,r_processus_agent
polissage,d',ouvrier,r_processus_agent
politesse,d',enfant,r_processus_agent
politique,de,élu,r_processus_agent
pollinisation,d',abeille,r_processus_agent
pollution,d',usine,r_processus_agent
poltronnerie,de,lâche,r_processus_agent
polycopie,de,étudiant,r_processus_agent
polyglotte,de,linguiste,r_processus_agent
polygraphie,d',expert,r_processus_agent
polyvalence,d',employé,r_processus_agent
pompage,de,pompiste,r_processus_agent
pompe,d',artificier,r_processus_agent
ponçage,de,menuisier,r_processus_agent
ponction,de,chirurgien,r_processus_agent
ponctualité,d',employé,r_processus_agent
pondération,de,juge,r_processus_agent
ponte,d',oiseau,r_processus_agent
pontage,de,chirurgien,r_processus_agent
pontife,de,pape,r_processus_agent
pontificat,de,pape,r_processus_agent
ponton,de,marin,r_processus_agent
popularité,de,star,r_processus_agent
population,d',habitant,r_processus_agent
port,de,bras,r_processus_agent
portage,de,porteur,r_processus_agent
portée,de,musicien,r_processus_agent
porter,d',athlète,r_processus_agent
portique,de,gymnaste,r_processus_agent
portrait,de,peintre,r_processus_agent
pose,de,mannequin,r_processus_agent
poser,de,question,r_processus_agent
position,de,soldat,r_processus_agent
positive,d',esprit,r_processus_agent
possession,de,propriétaire,r_processus_agent
postage,d',internaute,r_processus_agent
postulat,de,savant,r_processus_agent
posture,de,yoga,r_processus_agent
potage,de,cuisinier,r_processus_agent
poteau,de,sportif,r_processus_agent
potence,de,bourreau,r_processus_agent
potentiel,de,élève,r_processus_agent
poterie,de,potier,r_processus_agent
potion,de,sorcier,r_processus_agent
potron-minet,d',aube,r_processus_agent
pouce,d',autostoppeur,r_processus_agent
poudrage,de,poudrier,r_processus_agent
poudrerie,d',artificier,r_processus_agent
pouilleux,de,mendiant,r_processus_agent
pouls,de,médecin,r_processus_agent
poumon,de,souffleur,r_processus_agent
poupée,d',enfant,r_processus_agent
poupe,de,marin,r_processus_agent
pourparlers,de,diplomate,r_processus_agent
pourpoint,de,chevalier,r_processus_agent
pourpre,d',empereur,r_processus_agent
pourrissement,de,fruit,r_processus_agent
poursuite,de,policier,r_processus_agent
pourtant,de,doute,r_processus_agent
pourtour,d',enceinte,r_processus_agent
pourvoi,d',avocat,r_processus_agent
poussage,d',ouvrier,r_processus_agent
poussée,de,foule,r_processus_agent
poussière,de,vent,r_processus_agent
pouvoir,de,chef,r_processus_agent
pratique,d',amateur,r_processus_agent
préambule,d',orateur,r_processus_agent
préavis,d',employé,r_processus_agent
précaution,de,sage,r_processus_agent
prêche,de,prêtre,r_processus_agent
précipitation,de,foule,r_processus_agent
précision,de,tireur,r_processus_agent
prédiction,de,voyante,r_processus_agent
prédilection,d',amateur,r_processus_agent
prédiction,d',oracle,r_processus_agent
préface,d',auteur,r_processus_agent
préfecture,de,préfet,r_processus_agent
préférence,de,choix,r_processus_agent
préjudice,de,victime,r_processus_agent
préjugé,d',ignorant,r_processus_agent
prélèvement,de,banquier,r_processus_agent
préliminaire,d',amant,r_processus_agent
prélude,de,musicien,r_processus_agent
préméditation,d',assassin,r_processus_agent
premier,de,classe,r_processus_agent
première,de,spectacle,r_processus_agent
prémisse,de,penseur,r_processus_agent
prémonition,de,médium,r_processus_agent
préparation,de,étudiant,r_processus_agent
prépondérance,de,chef,r_processus_agent
préposé,d',agent,r_processus_agent
prérogative,de,élu,r_processus_agent
présage,d',augure,r_processus_agent
prescription,de,médecin,r_processus_agent
préséance,de,noble,r_processus_agent
présence,de,témoin,r_processus_agent
présentation,de,conférencier,r_processus_agent
préservation,de,conservateur,r_processus_agent
présidence,de,chef,r_processus_agent
pression,de,physicien,r_processus_agent
pressentiment,de,voyant,r_processus_agent
prestance,de,noble,r_processus_agent
prestation,d',artiste,r_processus_agent
prestige,de,grade,r_processus_agent
présomption,de,juge,r_processus_agent
prêt,de,banquier,r_processus_agent
prétention,d',ambitieux,r_processus_agent
prêteur,d',usurier,r_processus_agent
prétexte,de,menteur,r_processus_agent
preuve,de,détective,r_processus_agent
prévenance,d',hôte,r_processus_agent
prévention,d',agent,r_processus_agent
préversion,d',auteur,r_processus_agent
prévision,d',expert,r_processus_agent
prière,de,fidèle,r_processus_agent
primauté,de,chef,r_processus_agent
prime,d',employé,r_processus_agent
primeur,de,fruit,r_processus_agent
primauté,de,loi,r_processus_agent
principe,de,sage,r_processus_agent
printemps,de,vie,r_processus_agent
prise,d',otage,r_processus_agent
prisme,de,verre,r_processus_agent
prison,de,détenu,r_processus_agent
privation,d',indigent,r_processus_agent
privilège,de,noble,r_processus_agent
prix,de,vainqueur,r_processus_agent
probité,de,juge,r_processus_agent
problème,de,mathématicien,r_processus_agent
procédé,d',artisan,r_processus_agent
procédure,d',avocat,r_processus_agent
procès,de,greffier,r_processus_agent
procession,de,fidèle,r_processus_agent
proclamation,de,maire,r_processus_agent
procuration,de,notaire,r_processus_agent
procureur,de,juge,r_processus_agent
prodige,d',enfant,r_processus_agent
prodigalité,de,généreux,r_processus_agent
production,d',ouvrier,r_processus_agent
produit,de,vendeur,r_processus_agent
proéminence,d',expert,r_processus_agent
profanation,de,sacrilège,r_processus_agent
profession,de,travailleur,r_processus_agent
profil,de,peintre,r_processus_agent
profit,de,banquier,r_processus_agent
profondeur,de,plongeur,r_processus_agent
programmation,d',hacker,r_processus_agent
programme,de,candidat,r_processus_agent
progrès,de,élève,r_processus_agent
progression,de,marcheur,r_processus_agent
prohibition,de,loi,r_processus_agent
proie,de,chasseur,r_processus_agent
projection,de,cinéaste,r_processus_agent
projet,d',architecte,r_processus_agent
prolétariat,d',ouvrier,r_processus_agent
prolifération,d',algue,r_processus_agent
prolixe,d',orateur,r_processus_agent
prolongation,d',arbitre,r_processus_agent
promenade,de,marcheur,r_processus_agent
promesse,de,élu,r_processus_agent
promotion,d',employé,r_processus_agent
promulgation,de,président,r_processus_agent
prône,de,prêtre,r_processus_agent
pronom,de,grammairien,r_processus_agent
prononciation,de,locuteur,r_processus_agent
pronostic,de,médecin,r_processus_agent
propulsion,de,moteur,r_processus_agent
propagation,d',onde,r_processus_agent
propension,de,nature,r_processus_agent
prophétie,de,prophète,r_processus_agent
proportion,de,géomètre,r_processus_agent
propos,de,conteur,r_processus_agent
proposition,de,vendeur,r_processus_agent
propreté,d',agent,r_processus_agent
propriétaire,de,bien,r_processus_agent
propriété,de,savant,r_processus_agent
propulsion,de,fusée,r_processus_agent
prorogation,de,juge,r_processus_agent
prose,de,écrivain,r_processus_agent
prosélytisme,de,missionnaire,r_processus_agent
prospectus,de,vendeur,r_processus_agent
prospérité,de,marchand,r_processus_agent
prosternation,de,fidèle,r_processus_agent
prothèse,de,chirurgien,r_processus_agent
protection,de,gardien,r_processus_agent
protestation,d',opposant,r_processus_agent
protocole,de,diplomate,r_processus_agent
prototype,d',inventeur,r_processus_agent
prouesse,d',athlète,r_processus_agent
prouve,d',expert,r_processus_agent
provenance,de,fruit,r_processus_agent
proverbe,de,sage,r_processus_agent
providence,de,dieu,r_processus_agent
provoc,d',agitateur,r_processus_agent
provocation,de,rival,r_processus_agent
proximité,de,voisin,r_processus_agent
prudence,de,sage,r_processus_agent
prud'homme,de,juge,r_processus_agent
prune,de,conducteur,r_processus_agent
psalmodie,de,moine,r_processus_agent
pseudonyme,d',auteur,r_processus_agent
psychologie,de,médecin,r_processus_agent
psychose,de,patient,r_processus_agent
pua,d',odeur,r_processus_agent
pub,d',annonceur,r_processus_agent
publication,de,éditeur,r_processus_agent
publicité,de,vendeur,r_processus_agent
pudeur,de,vierge,r_processus_agent
puériculture,d',infirmière,r_processus_agent
puer,d',enfant,r_processus_agent
puérilité,d',enfant,r_processus_agent
puisage,de,porteur,r_processus_agent
puissance,de,moteur,r_processus_agent
puits,de,foreur,r_processus_agent
pull,de,tricoteuse,r_processus_agent
pullulation,d',insecte,r_processus_agent
pulsation,de,cœur,r_processus_agent
pulsion,de,patient,r_processus_agent
pulvérisation,d',agriculteur,r_processus_agent
punition,de,maître,r_processus_agent
purgation,de,médecin,r_processus_agent
purgatoire,de,âme,r_processus_agent
purification,de,prêtre,r_processus_agent
purisme,de,linguiste,r_processus_agent
pureté,de,diamant,r_processus_agent
pusillanimité,de,lâche,r_processus_agent
putsch,de,rebelle,r_processus_agent
putréfaction,de,cadavre,r_processus_agent
puzzle,de,joueur,r_processus_agent
pyramide,de,pharaon,r_processus_agent
pyromanie,de,fou,r_processus_agent
