A,determinant,B,type_relation
voile,de,bateau,r_processus>instr-1
mât,de,sport,r_processus>instr-1
mât,de,voilier,r_processus>instr-1
gouvernail,de,sport,r_processus>instr-1
gouvernail,de,navire,r_processus>instr-1
pagaie,de,sport,r_processus>instr-1
pagaie,de,kayak,r_processus>instr-1
rame,de,sport,r_processus>instr-1
rame,d',aviron,r_processus>instr-1
canne,de,sport,r_processus>instr-1
canne,de,golf,r_processus>instr-1
arc,de,sport,r_processus>instr-1
arc,d',archer,r_processus>instr-1
flèche,de,sport,r_processus>instr-1
flèche,d',archer,r_processus>instr-1
fusil,de,sport,r_processus>instr-1
fusil,de,ball-trap,r_processus>instr-1
cible,de,sport,r_processus>instr-1
cible,de,tireur,r_processus>instr-1
pistolet,de,sport,r_processus>instr-1
pistolet,de,tir,r_processus>instr-1
sabre,de,sport,r_processus>instr-1
sabre,d',escrime,r_processus>instr-1
épée,de,sport,r_processus>instr-1
épée,d',escrimeur,r_processus>instr-1
fleuret,de,sport,r_processus>instr-1
fleuret,de,tireur,r_processus>instr-1
masque,de,sport,r_processus>instr-1
masque,d',escrime,r_processus>instr-1
cuirasse,de,sport,r_processus>instr-1
cuirasse,de,tireur,r_processus>instr-1
piolet,de,sport,r_processus>instr-1
piolet,d',alpiniste,r_processus>instr-1
crampon,de,sport,r_processus>instr-1
crampon,de,glace,r_processus>instr-1
mousqueton,de,sport,r_processus>instr-1
mousqueton,de,grimpeur,r_processus>instr-1
harnais,de,sport,r_processus>instr-1
harnais,d',alpinisme,r_processus>instr-1
sac,de,sport,r_processus>instr-1
sac,de,montagne,r_processus>instr-1
gourde,de,sport,r_processus>instr-1
gourde,de,marcheur,r_processus>instr-1
boussole,de,sport,r_processus>instr-1
boussole,d',orientation,r_processus>instr-1
lampe,de,sport,r_processus>instr-1
lampe,de,frontale,r_processus>instr-1
casque,de,sport,r_processus>instr-1
casque,d',escalade,r_processus>instr-1
corde,de,sport,r_processus>instr-1
corde,de,rappel,r_processus>instr-1
ancre,de,sport,r_processus>instr-1
ancre,de,bateau,r_processus>instr-1
bouée,de,sport,r_processus>instr-1
bouée,de,sauvetage,r_processus>instr-1
gilet,de,sport,r_processus>instr-1
gilet,de,sauvetage,r_processus>instr-1
pistolet,de,détresse,r_processus>instr-1
pistolet,de,fusée,r_processus>instr-1
lampe,de,détresse,r_processus>instr-1
lampe,de,phare,r_processus>instr-1
sifflet,de,détresse,r_processus>instr-1
sifflet,de,marin,r_processus>instr-1
miroir,de,détresse,r_processus>instr-1
miroir,de,soleil,r_processus>instr-1
fusée,de,détresse,r_processus>instr-1
fusée,de,secours,r_processus>instr-1
canot,de,sauvetage,r_processus>instr-1
canot,de,mer,r_processus>instr-1
radeau,de,sauvetage,r_processus>instr-1
radeau,de,naufragé,r_processus>instr-1
échelle,de,sauvetage,r_processus>instr-1
échelle,de,pompier,r_processus>instr-1
brancard,de,sauvetage,r_processus>instr-1
brancard,de,blessé,r_processus>instr-1
couverture,de,sauvetage,r_processus>instr-1
couverture,de,froid,r_processus>instr-1
trousse,de,secours,r_processus>instr-1
trousse,de,soin,r_processus>instr-1
médicament,de,soin,r_processus>instr-1
médicament,de,malade,r_processus>instr-1
pansement,de,soin,r_processus>instr-1
pansement,de,plaie,r_processus>instr-1
bandage,de,soin,r_processus>instr-1
bandage,d',entorse,r_processus>instr-1
compresse,de,soin,r_processus>instr-1
compresse,de,sang,r_processus>instr-1
désinfectant,de,soin,r_processus>instr-1
désinfectant,de,peau,r_processus>instr-1
seringue,de,soin,r_processus>instr-1
seringue,de,vaccin,r_processus>instr-1
aiguille,de,soin,r_processus>instr-1
aiguille,de,piqûre,r_processus>instr-1
stéthoscope,de,soin,r_processus>instr-1
stéthoscope,de,docteur,r_processus>instr-1
tensiomètre,de,soin,r_processus>instr-1
tensiomètre,de,pression,r_processus>instr-1
thermomètre,de,soin,r_processus>instr-1
thermomètre,de,fièvre,r_processus>instr-1
lunettes,de,vision,r_processus>instr-1
lunettes,de,vue,r_processus>instr-1
loupe,de,vision,r_processus>instr-1
loupe,de,lecture,r_processus>instr-1
lampe,de,vision,r_processus>instr-1
lampe,de,nuit,r_processus>instr-1
microscope,de,vision,r_processus>instr-1
microscope,de,cellule,r_processus>instr-1
télescope,de,vision,r_processus>instr-1
télescope,d',étoile,r_processus>instr-1
jumelles,de,vision,r_processus>instr-1
jumelles,d',oiseau,r_processus>instr-1
caméra,de,vision,r_processus>instr-1
caméra,de,film,r_processus>instr-1
appareil,de,vision,r_processus>instr-1
appareil,de,photo,r_processus>instr-1
écran,de,vision,r_processus>instr-1
écran,d',image,r_processus>instr-1
projecteur,de,vision,r_processus>instr-1
projecteur,de,film,r_processus>instr-1
rétroprojecteur,de,vision,r_processus>instr-1
rétroprojecteur,de,document,r_processus>instr-1
scanner,de,vision,r_processus>instr-1
scanner,de,page,r_processus>instr-1
imprimante,de,vision,r_processus>instr-1
imprimante,de,papier,r_processus>instr-1
ordinateur,de,calcul,r_processus>instr-1
ordinateur,de,donnée,r_processus>instr-1
serveur,de,calcul,r_processus>instr-1
serveur,de,réseau,r_processus>instr-1
clavier,de,saisie,r_processus>instr-1
clavier,de,texte,r_processus>instr-1
souris,de,saisie,r_processus>instr-1
souris,de,curseur,r_processus>instr-1
manette,de,saisie,r_processus>instr-1
manette,de,jeu,r_processus>instr-1
volant,de,saisie,r_processus>instr-1
volant,de,course,r_processus>instr-1
manche,de,saisie,r_processus>instr-1
manche,d',avion,r_processus>instr-1
bouton,de,saisie,r_processus>instr-1
bouton,de,clic,r_processus>instr-1
interrupteur,de,saisie,r_processus>instr-1
interrupteur,de,commande,r_processus>instr-1
télécommande,de,saisie,r_processus>instr-1
télécommande,de,télé,r_processus>instr-1
téléphone,d',appel,r_processus>instr-1
téléphone,de,voix,r_processus>instr-1
antenne,de,réception,r_processus>instr-1
antenne,d',onde,r_processus>instr-1
parabole,de,réception,r_processus>instr-1
parabole,de,satellite,r_processus>instr-1
routeur,de,réception,r_processus>instr-1
routeur,de,wifi,r_processus>instr-1
modem,de,réception,r_processus>instr-1
modem,d',internet,r_processus>instr-1
câble,de,connexion,r_processus>instr-1
câble,de,réseau,r_processus>instr-1
fibre,de,connexion,r_processus>instr-1
fibre,de,lumière,r_processus>instr-1
prise,de,connexion,r_processus>instr-1
prise,de,fiche,r_processus>instr-1
fiche,de,connexion,r_processus>instr-1
fiche,de,mur,r_processus>instr-1
batterie,d',énergie,r_processus>instr-1
batterie,de,secours,r_processus>instr-1
pile,d',énergie,r_processus>instr-1
pile,de,lampe,r_processus>instr-1
chargeur,d',énergie,r_processus>instr-1
chargeur,de,mobile,r_processus>instr-1
adaptateur,d',énergie,r_processus>instr-1
adaptateur,de,prise,r_processus>instr-1
transformateur,d',énergie,r_processus>instr-1
transformateur,de,tension,r_processus>instr-1
générateur,d',énergie,r_processus>instr-1
générateur,de,secours,r_processus>instr-1
panneau,d',énergie,r_processus>instr-1
panneau,de,soleil,r_processus>instr-1
éolienne,d',énergie,r_processus>instr-1
éolienne,de,vent,r_processus>instr-1
moteur,d',énergie,r_processus>instr-1
moteur,d',essence,r_processus>instr-1
turbine,d',énergie,r_processus>instr-1
turbine,d',eau,r_processus>instr-1
chaudière,de,chaleur,r_processus>instr-1
chaudière,d',eau,r_processus>instr-1
radiateur,de,chaleur,r_processus>instr-1
radiateur,de,pièce,r_processus>instr-1
cheminée,de,chaleur,r_processus>instr-1
cheminée,de,feu,r_processus>instr-1
poêle,de,chaleur,r_processus>instr-1
poêle,de,bois,r_processus>instr-1
climatiseur,de,froid,r_processus>instr-1
climatiseur,d',air,r_processus>instr-1
ventilateur,de,froid,r_processus>instr-1
ventilateur,de,brise,r_processus>instr-1
frigo,de,froid,r_processus>instr-1
frigo,d',aliment,r_processus>instr-1
congélateur,de,froid,r_processus>instr-1
congélateur,de,glace,r_processus>instr-1
glacière,de,froid,r_processus>instr-1
glacière,de,boisson,r_processus>instr-1
four,de,cuisson,r_processus>instr-1
four,de,repas,r_processus>instr-1
micro-ondes,de,cuisson,r_processus>instr-1
micro-ondes,de,plat,r_processus>instr-1
plaque,de,cuisson,r_processus>instr-1
plaque,de,gaz,r_processus>instr-1
grille-pain,de,cuisson,r_processus>instr-1
grille-pain,de,pain,r_processus>instr-1
cafetière,de,préparation,r_processus>instr-1
cafetière,de,café,r_processus>instr-1
bouilloire,de,préparation,r_processus>instr-1
bouilloire,d',eau,r_processus>instr-1
théière,de,préparation,r_processus>instr-1
théière,de,thé,r_processus>instr-1
mixeur,de,préparation,r_processus>instr-1
mixeur,de,fruit,r_processus>instr-1
batteur,de,préparation,r_processus>instr-1
batteur,d',oeuf,r_processus>instr-1
hachoir,de,préparation,r_processus>instr-1
hachoir,de,viande,r_processus>instr-1
presse-agrume,de,préparation,r_processus>instr-1
presse-agrume,d',orange,r_processus>instr-1
balance,de,préparation,r_processus>instr-1
balance,de,farine,r_processus>instr-1
verre,de,mesure,r_processus>instr-1
verre,de,lait,r_processus>instr-1
cuillère,de,mesure,r_processus>instr-1
cuillère,de,sucre,r_processus>instr-1
minuteur,de,mesure,r_processus>instr-1
minuteur,de,temps,r_processus>instr-1
thermomètre,de,mesure,r_processus>instr-1
thermomètre,de,cuisson,r_processus>instr-1
fouet,de,mélange,r_processus>instr-1
fouet,de,sauce,r_processus>instr-1
spatule,de,mélange,r_processus>instr-1
spatule,de,plat,r_processus>instr-1
écumoire,de,mélange,r_processus>instr-1
écumoire,de,bouillon,r_processus>instr-1
louche,de,mélange,r_processus>instr-1
louche,de,potage,r_processus>instr-1
couteau,de,coupe,r_processus>instr-1
couteau,de,pain,r_processus>instr-1
planche,de,coupe,r_processus>instr-1
planche,de,légume,r_processus>instr-1
éplucheur,de,coupe,r_processus>instr-1
éplucheur,de,pomme,r_processus>instr-1
râpe,de,coupe,r_processus>instr-1
râpe,de,fromage,r_processus>instr-1
passoire,de,filtrage,r_processus>instr-1
passoire,de,pâte,r_processus>instr-1
entonnoir,de,filtrage,r_processus>instr-1
entonnoir,de,liquide,r_processus>instr-1
carafe,de,boisson,r_processus>instr-1
carafe,d',eau,r_processus>instr-1
bouteille,de,boisson,r_processus>instr-1
bouteille,de,vin,r_processus>instr-1
tire-bouchon,de,boisson,r_processus>instr-1
tire-bouchon,de,bouchon,r_processus>instr-1
décapsuleur,de,boisson,r_processus>instr-1
décapsuleur,de,capsule,r_processus>instr-1
ouvre-boîte,d',ouverture,r_processus>instr-1
ouvre-boîte,de,conserve,r_processus>instr-1
ciseaux,de,coupe,r_processus>instr-1
ciseaux,d',emballage,r_processus>instr-1
papiers,d',emballage,r_processus>instr-1
papiers,de,cadeau,r_processus>instr-1
adhésif,de,fermeture,r_processus>instr-1
adhésif,de,carton,r_processus>instr-1
ficelle,de,fermeture,r_processus>instr-1
ficelle,de,paquet,r_processus>instr-1
sac,de,poubelle,r_processus>instr-1
sac,d',ordure,r_processus>instr-1
seau,de,poubelle,r_processus>instr-1
seau,de,déchet,r_processus>instr-1
éponge,de,lavage,r_processus>instr-1
éponge,de,table,r_processus>instr-1
serpillière,de,lavage,r_processus>instr-1
serpillière,de,carrelage,r_processus>instr-1
balai,de,balayage,r_processus>instr-1
balai,de,cour,r_processus>instr-1
aspirateur,de,balayage,r_processus>instr-1
aspirateur,de,poussière,r_processus>instr-1
chiffon,de,balayage,r_processus>instr-1
chiffon,de,meuble,r_processus>instr-1
produit,de,balayage,r_processus>instr-1
produit,de,vitre,r_processus>instr-1
savon,de,balayage,r_processus>instr-1
savon,de,sol,r_processus>instr-1
lessive,de,lavage,r_processus>instr-1
lessive,de,linge,r_processus>instr-1
assouplissant,de,lavage,r_processus>instr-1
assouplissant,d',habit,r_processus>instr-1
fer,de,repassage,r_processus>instr-1
fer,de,chemise,r_processus>instr-1
planche,de,repassage,r_processus>instr-1
planche,de,pantalon,r_processus>instr-1
étendoir,de,séchage,r_processus>instr-1
étendoir,d',habit,r_processus>instr-1
épingle,de,séchage,r_processus>instr-1
épingle,de,linge,r_processus>instr-1
cintre,de,rangement,r_processus>instr-1
cintre,de,veste,r_processus>instr-1
housse,de,rangement,r_processus>instr-1
housse,de,vêtement,r_processus>instr-1
boîte,de,rangement,r_processus>instr-1
boîte,d',objet,r_processus>instr-1
panier,de,rangement,r_processus>instr-1
panier,de,linge,r_processus>instr-1
malle,de,rangement,r_processus>instr-1
malle,de,souvenir,r_processus>instr-1
armoire,de,rangement,r_processus>instr-1
armoire,d',habit,r_processus>instr-1
commode,de,rangement,r_processus>instr-1
commode,de,tiroir,r_processus>instr-1
étagère,de,rangement,r_processus>instr-1
étagère,de,décoration,r_processus>instr-1
vitrine,de,rangement,r_processus>instr-1
vitrine,de,collection,r_processus>instr-1
bibliothèque,de,rangement,r_processus>instr-1
bibliothèque,de,livre,r_processus>instr-1
bureau,de,rangement,r_processus>instr-1
bureau,de,dossier,r_processus>instr-1
coffre,de,sécurité,r_processus>instr-1
coffre,de,bijou,r_processus>instr-1
verrou,de,sécurité,r_processus>instr-1
verrou,de,porte,r_processus>instr-1
serrure,de,sécurité,r_processus>instr-1
serrure,d',entrée,r_processus>instr-1
clé,de,sécurité,r_processus>instr-1
clé,de,serrure,r_processus>instr-1
cadenas,de,sécurité,r_processus>instr-1
cadenas,de,portail,r_processus>instr-1
chaîne,de,sécurité,r_processus>instr-1
chaîne,de,vélo,r_processus>instr-1
alarme,de,sécurité,r_processus>instr-1
alarme,de,maison,r_processus>instr-1
caméra,de,sécurité,r_processus>instr-1
caméra,de,rue,r_processus>instr-1
détecteur,de,sécurité,r_processus>instr-1
détecteur,de,fumée,r_processus>instr-1
extincteur,de,sécurité,r_processus>instr-1
extincteur,de,feu,r_processus>instr-1
pistolet,de,défense,r_processus>instr-1
pistolet,de,bandit,r_processus>instr-1
matraque,de,défense,r_processus>instr-1
matraque,de,gardien,r_processus>instr-1
menottes,de,capture,r_processus>instr-1
menottes,de,voleur,r_processus>instr-1
filet,de,capture,r_processus>instr-1
filet,d',animal,r_processus>instr-1
cage,de,capture,r_processus>instr-1
cage,de,fauve,r_processus>instr-1
piège,de,capture,r_processus>instr-1
piège,de,souris,r_processus>instr-1
arc,de,chasse,r_processus>instr-1
arc,de,cerf,r_processus>instr-1
fusil,de,chasse,r_processus>instr-1
fusil,de,perdrix,r_processus>instr-1
lance,de,chasse,r_processus>instr-1
lance,de,sanglier,r_processus>instr-1
couteau,de,chasse,r_processus>instr-1
couteau,de,gibier,r_processus>instr-1
hache,de,chasse,r_processus>instr-1
hache,d',ours,r_processus>instr-1
piège,de,chasse,r_processus>instr-1
piège,de,loup,r_processus>instr-1
canne,de,pêche,r_processus>instr-1
canne,de,saumon,r_processus>instr-1
filet,de,pêche,r_processus>instr-1
filet,de,sardine,r_processus>instr-1
nasse,de,pêche,r_processus>instr-1
nasse,d',homard,r_processus>instr-1
hameçon,de,pêche,r_processus>instr-1
hameçon,de,poisson,r_processus>instr-1
appât,de,pêche,r_processus>instr-1
appât,de,ver,r_processus>instr-1
bourriche,de,pêche,r_processus>instr-1
bourriche,de,prise,r_processus>instr-1
pelle,de,pêche,r_processus>instr-1
pelle,de,ver,r_processus>instr-1
seille,de,pêche,r_processus>instr-1
seille,d',eau,r_processus>instr-1
filet,de,papillon,r_processus>instr-1
filet,d',insecte,r_processus>instr-1
loupe,d',insecte,r_processus>instr-1
loupe,d',observation,r_processus>instr-1
boîte,d',insecte,r_processus>instr-1
boîte,de,collection,r_processus>instr-1
épingle,d',insecte,r_processus>instr-1
épingle,de,fixation,r_processus>instr-1
filet,d',oiseau,r_processus>instr-1
filet,de,capture,r_processus>instr-1
cage,d',oiseau,r_processus>instr-1
cage,de,chanteur,r_processus>instr-1
niche,de,chien,r_processus>instr-1
niche,d',animal,r_processus>instr-1
panier,de,chien,r_processus>instr-1
panier,de,repos,r_processus>instr-1
collier,de,chien,r_processus>instr-1
collier,de,cou,r_processus>instr-1
laisse,de,chien,r_processus>instr-1
laisse,de,promenade,r_processus>instr-1
muselière,de,chien,r_processus>instr-1
muselière,de,gueule,r_processus>instr-1
brosse,de,chien,r_processus>instr-1
brosse,de,poil,r_processus>instr-1
peigne,de,chien,r_processus>instr-1
peigne,de,noeud,r_processus>instr-1
shampooing,de,chien,r_processus>instr-1
shampooing,de,lavage,r_processus>instr-1
médicament,de,chien,r_processus>instr-1
médicament,de,soin,r_processus>instr-1
croquette,de,chien,r_processus>instr-1
croquette,de,repas,r_processus>instr-1
os,de,chien,r_processus>instr-1
os,de,jeu,r_processus>instr-1
balle,de,chien,r_processus>instr-1
balle,de,jeu,r_processus>instr-1
jouet,de,chien,r_processus>instr-1
jouet,d',animal,r_processus>instr-1
gamelle,de,chien,r_processus>instr-1
gamelle,d',eau,r_processus>instr-1
panier,de,chat,r_processus>instr-1
panier,de,repos,r_processus>instr-1
litière,de,chat,r_processus>instr-1
litière,de,déchet,r_processus>instr-1
bac,de,chat,r_processus>instr-1
bac,de,propreté,r_processus>instr-1
griffoir,de,chat,r_processus>instr-1
griffoir,de,griffe,r_processus>instr-1
arbre,de,chat,r_processus>instr-1
arbre,de,jeu,r_processus>instr-1
jouet,de,chat,r_processus>instr-1
jouet,de,souris,r_processus>instr-1
herbe,de,chat,r_processus>instr-1
herbe,d',odeur,r_processus>instr-1
collier,de,chat,r_processus>instr-1
collier,de,cou,r_processus>instr-1
brosse,de,chat,r_processus>instr-1
brosse,de,poil,r_processus>instr-1
médicament,de,chat,r_processus>instr-1
médicament,de,soin,r_processus>instr-1
croquette,de,chat,r_processus>instr-1
croquette,de,repas,r_processus>instr-1
gamelle,de,chat,r_processus>instr-1
gamelle,de,lait,r_processus>instr-1
cage,d',hamster,r_processus>instr-1
cage,de,rongeur,r_processus>instr-1
roue,d',hamster,r_processus>instr-1
roue,de,course,r_processus>instr-1
biberon,d',hamster,r_processus>instr-1
biberon,d',eau,r_processus>instr-1
mangeoire,d',hamster,r_processus>instr-1
mangeoire,de,graine,r_processus>instr-1
litière,d',hamster,r_processus>instr-1
litière,de,copeau,r_processus>instr-1
jouet,d',hamster,r_processus>instr-1
jouet,de,tunnel,r_processus>instr-1
cage,de,lapin,r_processus>instr-1
cage,de,clapier,r_processus>instr-1
mangeoire,de,lapin,r_processus>instr-1
mangeoire,de,foin,r_processus>instr-1
biberon,de,lapin,r_processus>instr-1
biberon,d',eau,r_processus>instr-1
litière,de,lapin,r_processus>instr-1
litière,de,paille,r_processus>instr-1
brosse,de,lapin,r_processus>instr-1
brosse,de,poil,r_processus>instr-1
médicament,de,lapin,r_processus>instr-1
médicament,de,soin,r_processus>instr-1
cage,d',oiseau,r_processus>instr-1
cage,de,volière,r_processus>instr-1
perchoir,d',oiseau,r_processus>instr-1
perchoir,de,repos,r_processus>instr-1
mangeoire,d',oiseau,r_processus>instr-1
mangeoire,de,graine,r_processus>instr-1
abreuvoir,d',oiseau,r_processus>instr-1
abreuvoir,d',eau,r_processus>instr-1
baignoire,d',oiseau,r_processus>instr-1
baignoire,de,lavage,r_processus>instr-1
balançoire,d',oiseau,r_processus>instr-1
balançoire,de,jeu,r_processus>instr-1
miroir,d',oiseau,r_processus>instr-1
miroir,d',image,r_processus>instr-1
jouet,d',oiseau,r_processus>instr-1
jouet,de,clochette,r_processus>instr-1
os,d',oiseau,r_processus>instr-1
os,de,seiche,r_processus>instr-1
médicament,d',oiseau,r_processus>instr-1
médicament,de,soin,r_processus>instr-1
aquarium,de,poisson,r_processus>instr-1
aquarium,d',eau,r_processus>instr-1
filtre,de,poisson,r_processus>instr-1
filtre,de,propreté,r_processus>instr-1
pompe,de,poisson,r_processus>instr-1
pompe,d',air,r_processus>instr-1
bulleur,de,poisson,r_processus>instr-1
bulleur,d',oxygène,r_processus>instr-1
chauffage,de,poisson,r_processus>instr-1
chauffage,de,température,r_processus>instr-1
lampe,de,poisson,r_processus>instr-1
lampe,de,lumière,r_processus>instr-1
décor,de,poisson,r_processus>instr-1
décor,de,plante,r_processus>instr-1
sable,de,poisson,r_processus>instr-1
sable,de,fond,r_processus>instr-1
épuisette,de,poisson,r_processus>instr-1
épuisette,de,capture,r_processus>instr-1
nourriture,de,poisson,r_processus>instr-1
nourriture,de,flocon,r_processus>instr-1
médicament,de,poisson,r_processus>instr-1
médicament,de,soin,r_processus>instr-1
vivarium,de,serpent,r_processus>instr-1
vivarium,de,reptile,r_processus>instr-1
lampe,de,serpent,r_processus>instr-1
lampe,de,chaleur,r_processus>instr-1
tapis,de,serpent,r_processus>instr-1
tapis,de,chauffage,r_processus>instr-1
cachette,de,serpent,r_processus>instr-1
cachette,de,repos,r_processus>instr-1
branche,de,serpent,r_processus>instr-1
branche,de,grimpe,r_processus>instr-1
bac,de,serpent,r_processus>instr-1
bac,d',eau,r_processus>instr-1
nourriture,de,serpent,r_processus>instr-1
nourriture,de,souris,r_processus>instr-1
médicament,de,serpent,r_processus>instr-1
médicament,de,soin,r_processus>instr-1
terrier,d',animal,r_processus>instr-1
terrier,d',abri,r_processus>instr-1
nid,d',animal,r_processus>instr-1
nid,d',oiseau,r_processus>instr-1
ruche,d',animal,r_processus>instr-1
ruche,d',abeille,r_processus>instr-1
toile,d',animal,r_processus>instr-1
toile,d',araignée,r_processus>instr-1
barrage,d',animal,r_processus>instr-1
barrage,de,castor,r_processus>instr-1
fourmilière,d',animal,r_processus>instr-1
fourmilière,de,fourmi,r_processus>instr-1
coquille,d',animal,r_processus>instr-1
coquille,d',escargot,r_processus>instr-1
oeuf,d',animal,r_processus>instr-1
oeuf,d',embryon,r_processus>instr-1
graine,de,plante,r_processus>instr-1
graine,de,germination,r_processus>instr-1
bulbe,de,plante,r_processus>instr-1
bulbe,de,fleur,r_processus>instr-1
bouture,de,plante,r_processus>instr-1
bouture,de,racine,r_processus>instr-1
terreau,de,plante,r_processus>instr-1
terreau,de,croissance,r_processus>instr-1
engrais,de,plante,r_processus>instr-1
engrais,de,nourriture,r_processus>instr-1
tuteur,de,plante,r_processus>instr-1
tuteur,de,maintien,r_processus>instr-1
pot,de,plante,r_processus>instr-1
pot,de,terre,r_processus>instr-1
bac,de,plante,r_processus>instr-1
bac,de,fleur,r_processus>instr-1
jardinière,de,plante,r_processus>instr-1
jardinière,de,balcon,r_processus>instr-1
arrosoir,de,plante,r_processus>instr-1
arrosoir,d',eau,r_processus>instr-1
tuyau,de,plante,r_processus>instr-1
tuyau,d',arrosage,r_processus>instr-1
sécateur,de,plante,r_processus>instr-1
sécateur,de,taille,r_processus>instr-1
cisaille,de,plante,r_processus>instr-1
cisaille,d',haie,r_processus>instr-1
râteau,de,plante,r_processus>instr-1
râteau,de,sol,r_processus>instr-1
pelle,de,plante,r_processus>instr-1
pelle,de,trou,r_processus>instr-1
transplantoir,de,plante,r_processus>instr-1
transplantoir,de,motte,r_processus>instr-1
binette,de,plante,r_processus>instr-1
binette,de,mauvaise-herbe,r_processus>instr-1
serfouette,de,plante,r_processus>instr-1
serfouette,de,binage,r_processus>instr-1
griffe,de,plante,r_processus>instr-1
griffe,de,grattage,r_processus>instr-1
plantoir,de,plante,r_processus>instr-1
plantoir,de,bulbe,r_processus>instr-1
étiquette,de,plante,r_processus>instr-1
étiquette,de,nom,r_processus>instr-1
