Unnamed: 0,A,determinant,B,type_relation
494,pièce,d',ivoire,r_objet>matière
1205,rosette,de,soie,r_objet>matière
1187,enseigne,de,toile,r_objet>matière
564,vantail,de,fer,r_objet>matière
1258,ficelle,de,nylon,r_objet>matière
785,diamant,de,carbone,r_objet>matière
341,panier,d',osier,r_objet>matière
94,siège,de,pierre,r_objet>matière
377,chaise-longue,de,bois,r_objet>matière
903,sabre,de,fer,r_objet>matière
1289,tapis,de,raphia,r_objet>matière
984,toiture,de,paille,r_objet>matière
1044,sandow,de,caoutchouc,r_objet>matière
712,genouillère,d',acier,r_objet>matière
723,sandale,de,cuir,r_objet>matière
783,chevalière,d',or,r_objet>matière
100,malle,de,bois,r_objet>matière
1086,casier,de,plastique,r_objet>matière
1368,balcon,de,fer,r_objet>matière
846,mousquet,d',acier,r_objet>matière
1014,tube,de,laiton,r_objet>matière
82,benne,d',acier,r_objet>matière
433,entrait,de,bois,r_objet>matière
16,coupe,d',argent,r_objet>matière
256,lavabo,de,marbre,r_objet>matière
59,mosaïque,de,verre,r_objet>matière
1062,palette,de,bois,r_objet>matière
334,tapis,de,laine,r_objet>matière
1029,bouée,de,liège,r_objet>matière
1238,semelle,de,cuir,r_objet>matière
1359,banc,de,chêne,r_objet>matière
1067,bidon,de,plastique,r_objet>matière
7,mur,de,pierre,r_objet>matière
375,strapontin,de,fer,r_objet>matière
1358,établi,de,bois,r_objet>matière
1235,contrefort,de,cuir,r_objet>matière
1001,tuyau,d',aluminium,r_objet>matière
527,masse,de,fer,r_objet>matière
646,tiare,d',or,r_objet>matière
721,soulier,de,cuir,r_objet>matière
1017,vanne,de,bronze,r_objet>matière
753,lanière,de,cuir,r_objet>matière
1221,flocon,de,coton,r_objet>matière
668,haut-de-forme,de,soie,r_objet>matière
1185,cornette,de,toile,r_objet>matière
1340,vaisselier,de,bois,r_objet>matière
176,crypte,de,pierre,r_objet>matière
547,riflard,de,fer,r_objet>matière
845,arquebuse,d',acier,r_objet>matière
454,meule,de,foin,r_objet>matière
169,temple,de,marbre,r_objet>matière
975,gerbier,de,paille,r_objet>matière
874,carreau,de,fer,r_objet>matière
1032,brassière,de,liège,r_objet>matière
437,blochet,de,bois,r_objet>matière
63,lustre,de,cristal,r_objet>matière
127,châsse,d',argent,r_objet>matière
48,balustrade,de,pierre,r_objet>matière
229,silo,de,béton,r_objet>matière
598,clarine,de,bronze,r_objet>matière
216,poulailler,de,bois,r_objet>matière
1170,bandeau,de,fleurs,r_objet>matière
560,clôture,de,fer,r_objet>matière
731,mule,de,cuir,r_objet>matière
1252,martingale,de,cuir,r_objet>matière
586,sonnette,de,bronze,r_objet>matière
1101,gibecière,de,toile,r_objet>matière
55,tuile,d',argile,r_objet>matière
1336,étagère,de,verre,r_objet>matière
747,ceinturon,de,cuir,r_objet>matière
305,débarcadère,de,pierre,r_objet>matière
268,robinet,de,laiton,r_objet>matière
645,diadème,d',or,r_objet>matière
524,trique,de,bois,r_objet>matière
461,grume,de,bois,r_objet>matière
870,roquette,d',acier,r_objet>matière
733,tong,de,caoutchouc,r_objet>matière
788,émeraude,de,béryl,r_objet>matière
890,katana,d',acier,r_objet>matière
963,oreiller,de,duvet,r_objet>matière
758,broche,d',argent,r_objet>matière
1020,clapet,de,bronze,r_objet>matière
112,jarre,d',argile,r_objet>matière
1240,trépointe,de,cuir,r_objet>matière
754,attache,de,cuir,r_objet>matière
709,mitaine,de,laine,r_objet>matière
401,villa,de,pierre,r_objet>matière
899,coutille,d',acier,r_objet>matière
1097,poche,de,papier,r_objet>matière
1036,pneu,de,caoutchouc,r_objet>matière
509,quille,de,bois,r_objet>matière
1301,mât,de,bambou,r_objet>matière
1357,tréteau,de,bois,r_objet>matière
351,oreiller,de,plume,r_objet>matière
1247,patte,de,cuir,r_objet>matière
499,tablier,de,bois,r_objet>matière
1292,bâton,de,bambou,r_objet>matière
143,sculpture,de,pierre,r_objet>matière
935,toron,de,chanvre,r_objet>matière
947,laine,de,laine,r_objet>matière
693,lanière,de,cuir,r_objet>matière
85,brouette,de,fer,r_objet>matière
787,saphir,de,corindon,r_objet>matière
517,maillet,de,bois,r_objet>matière
1013,barre,de,laiton,r_objet>matière
1113,mallette,de,cuir,r_objet>matière
156,flèche,de,pierre,r_objet>matière
624,licol,de,cuir,r_objet>matière
35,sifflet,de,métal,r_objet>matière
484,statuette,de,bois,r_objet>matière
120,calice,d',or,r_objet>matière
976,pailler,de,paille,r_objet>matière
679,casque,de,cuir,r_objet>matière
178,souterrain,de,pierre,r_objet>matière
1147,frise,d',or,r_objet>matière
821,cire,de,cire,r_objet>matière
1110,bagage,de,toile,r_objet>matière
1364,échafaudage,d',acier,r_objet>matière
1275,bouteux,d',osier,r_objet>matière
912,merlin,de,fer,r_objet>matière
1229,triplure,de,coton,r_objet>matière
1066,cuve,de,plastique,r_objet>matière
1164,bouquet,de,fleurs,r_objet>matière
667,tricorne,de,feutre,r_objet>matière
103,écrin,de,bois,r_objet>matière
956,coton,de,coton,r_objet>matière
252,baignoire,de,fonte,r_objet>matière
929,cordage,de,lin,r_objet>matière
159,tour,de,pierre,r_objet>matière
1,trône,de,fer,r_objet>matière
368,voltaire,de,bois,r_objet>matière
1160,armoiries,d',or,r_objet>matière
1043,élastique,de,caoutchouc,r_objet>matière
1243,doublure,de,cuir,r_objet>matière
1302,vergue,de,bambou,r_objet>matière
1286,panier,de,raphia,r_objet>matière
1254,lacet,de,coton,r_objet>matière
841,briquet,de,métal,r_objet>matière
1242,fausse-semelle,de,cuir,r_objet>matière
1052,talon,de,caoutchouc,r_objet>matière
1285,sac,de,raphia,r_objet>matière
553,plantoir,de,fer,r_objet>matière
358,grabat,de,bois,r_objet>matière
133,sarcophage,de,pierre,r_objet>matière
399,chalet,de,bois,r_objet>matière
17,trophée,d',or,r_objet>matière
258,baignoire,de,marbre,r_objet>matière
1259,corde,de,nylon,r_objet>matière
416,foyer,de,pierre,r_objet>matière
1291,canne,de,bambou,r_objet>matière
1047,amortisseur,de,caoutchouc,r_objet>matière
304,embarcadère,de,bois,r_objet>matière
1000,descente,d',aluminium,r_objet>matière
1176,oriflamme,de,soie,r_objet>matière
786,rubis,de,corindon,r_objet>matière
29,girouette,de,fer,r_objet>matière
361,canapé,de,bois,r_objet>matière
945,pelote,de,laine,r_objet>matière
1156,coquille,d',or,r_objet>matière
997,toiture,de,zinc,r_objet>matière
656,capeline,de,paille,r_objet>matière
440,colombage,de,bois,r_objet>matière
1249,crochet,de,métal,r_objet>matière
153,voûte,de,pierre,r_objet>matière
251,cuvette,de,cuivre,r_objet>matière
722,espadrille,de,toile,r_objet>matière
609,trait,de,cuir,r_objet>matière
2,statue,de,bronze,r_objet>matière
1068,jerrican,de,plastique,r_objet>matière
199,garde-corps,de,fer,r_objet>matière
1049,butée,de,caoutchouc,r_objet>matière
683,sandales,d',acier,r_objet>matière
1245,languette,de,cuir,r_objet>matière
319,cordage,de,chanvre,r_objet>matière
1202,étoile,d',argent,r_objet>matière
430,panne,de,bois,r_objet>matière
750,ceinture,de,tissu,r_objet>matière
873,dard,de,fer,r_objet>matière
257,vasque,de,pierre,r_objet>matière
649,cercle,d',or,r_objet>matière
900,braquemart,d',acier,r_objet>matière
138,obélisque,de,granit,r_objet>matière
1138,mors,de,cuir,r_objet>matière
123,encensoir,d',argent,r_objet>matière
1218,pompon,de,laine,r_objet>matière
1335,planche,de,verre,r_objet>matière
32,cymbale,de,laiton,r_objet>matière
1136,tranche,de,cuir,r_objet>matière
1177,étendard,de,soie,r_objet>matière
97,buffet,de,chêne,r_objet>matière
590,bourdon,de,bronze,r_objet>matière
507,yoyo,de,bois,r_objet>matière
1293,tige,de,bambou,r_objet>matière
927,corde,de,lin,r_objet>matière
1183,gonfalon,de,soie,r_objet>matière
961,plume,de,plume,r_objet>matière
847,pistolet,d',acier,r_objet>matière
73,auge,de,pierre,r_objet>matière
9,porte,de,chêne,r_objet>matière
659,cagoule,de,laine,r_objet>matière
359,hamac,de,toile,r_objet>matière
1182,pennon,de,toile,r_objet>matière
1162,guirlande,de,fleurs,r_objet>matière
925,schlague,de,cuir,r_objet>matière
1173,guirlande,de,papier,r_objet>matière
339,cannage,de,rotin,r_objet>matière
635,ombrelle,de,soie,r_objet>matière
516,raquette,de,bois,r_objet>matière
764,bouton,d',or,r_objet>matière
724,sabot,de,bois,r_objet>matière
1059,essuie-glace,de,caoutchouc,r_objet>matière
255,évier,de,céramique,r_objet>matière
315,bouée,de,fer,r_objet>matière
365,ottomane,de,cuir,r_objet>matière
823,chandelle,de,cire,r_objet>matière
865,grenade,de,fer,r_objet>matière
804,cabochon,de,pierre,r_objet>matière
390,yourte,de,toile,r_objet>matière
697,plastron,d',acier,r_objet>matière
749,écharpe,de,soie,r_objet>matière
1168,diadème,de,fleurs,r_objet>matière
926,garcette,de,chanvre,r_objet>matière
755,boucle,de,fer,r_objet>matière
511,boule,de,bois,r_objet>matière
931,aussière,de,chanvre,r_objet>matière
1107,paquet,de,tissu,r_objet>matière
1204,ruban,de,soie,r_objet>matière
1337,rayon,de,verre,r_objet>matière
677,chapeau,de,paille,r_objet>matière
808,chaton,d',or,r_objet>matière
5,verre,de,cristal,r_objet>matière
1077,saladier,de,plastique,r_objet>matière
685,balle,d',acier,r_objet>matière
769,rivet,de,cuivre,r_objet>matière
173,abbaye,de,pierre,r_objet>matière
303,ponton,de,fer,r_objet>matière
364,pouf,de,cuir,r_objet>matière
248,fait-tout,de,fonte,r_objet>matière
106,coffre-fort,d',acier,r_objet>matière
918,bâton,de,fer,r_objet>matière
465,planche,de,sapin,r_objet>matière
588,clochette,de,bronze,r_objet>matière
1306,chevron,de,bambou,r_objet>matière
779,bracelet,de,bronze,r_objet>matière
1282,sac,de,jute,r_objet>matière
1155,volute,d',or,r_objet>matière
235,bûcher,de,pierre,r_objet>matière
533,fauchon,de,fer,r_objet>matière
316,ancre,de,fer,r_objet>matière
60,vitrail,de,verre,r_objet>matière
838,tourbe,de,tourbe,r_objet>matière
539,bêche,de,fer,r_objet>matière
1167,couronne,de,fleurs,r_objet>matière
46,grille,de,fer,r_objet>matière
184,paroi,de,bois,r_objet>matière
1069,bouteille,de,plastique,r_objet>matière
832,cendre,de,bois,r_objet>matière
1035,chambre,de,caoutchouc,r_objet>matière
576,gâche,de,fer,r_objet>matière
1295,échalas,de,bambou,r_objet>matière
167,château,de,pierre,r_objet>matière
1061,spatule,de,caoutchouc,r_objet>matière
933,bitord,de,chanvre,r_objet>matière
391,igloo,de,glace,r_objet>matière
1041,courroie,de,caoutchouc,r_objet>matière
884,kriss,d',acier,r_objet>matière
371,banc,de,bois,r_objet>matière
93,trône,d',or,r_objet>matière
1135,plat,de,cuir,r_objet>matière
1085,panier,de,plastique,r_objet>matière
610,plaque,de,bois,r_objet>matière
596,grelot,de,bronze,r_objet>matière
160,donjon,de,pierre,r_objet>matière
1233,claque,de,cuir,r_objet>matière
1012,tige,de,laiton,r_objet>matière
819,cachet,de,cire,r_objet>matière
1023,bague,de,caoutchouc,r_objet>matière
79,barrique,de,chêne,r_objet>matière
188,frise,de,bois,r_objet>matière
489,figurine,de,plomb,r_objet>matière
1053,patin,de,caoutchouc,r_objet>matière
789,perle,de,nacre,r_objet>matière
1175,bannière,de,soie,r_objet>matière
481,ébénisterie,de,bois,r_objet>matière
896,fleuret,d',acier,r_objet>matière
901,bancal,d',acier,r_objet>matière
554,tuteur,de,bois,r_objet>matière
1327,canapé,de,bambou,r_objet>matière
1255,cordon,de,coton,r_objet>matière
1360,sellette,de,bois,r_objet>matière
508,bilboquet,de,bois,r_objet>matière
985,abri,de,paille,r_objet>matière
793,ivoire,d',os,r_objet>matière
383,balançoire,de,bois,r_objet>matière
751,cordon,de,soie,r_objet>matière
450,paillis,de,paille,r_objet>matière
497,échiquier,de,bois,r_objet>matière
692,lambeaux,de,tissu,r_objet>matière
259,douche,de,marbre,r_objet>matière
117,timbale,d',argent,r_objet>matière
239,poêle,de,fonte,r_objet>matière
317,chaîne,d',acier,r_objet>matière
856,gâchette,d',acier,r_objet>matière
109,vase,de,porcelaine,r_objet>matière
1004,tube,d',aluminium,r_objet>matière
385,portique,de,bois,r_objet>matière
464,madrier,de,sapin,r_objet>matière
625,muselière,de,cuir,r_objet>matière
426,charpente,de,bois,r_objet>matière
535,coutille,de,fer,r_objet>matière
627,fouet,de,cuir,r_objet>matière
840,allumette,de,bois,r_objet>matière
936,touline,de,chanvre,r_objet>matière
111,pichet,de,terre,r_objet>matière
1003,gaine,d',aluminium,r_objet>matière
1307,latte,de,bambou,r_objet>matière
618,serviette,de,cuir,r_objet>matière
1315,claie,de,bambou,r_objet>matière
660,polaire,de,laine,r_objet>matière
1333,rayonnage,de,bois,r_objet>matière
994,hangar,de,tôle,r_objet>matière
1056,brosse,de,caoutchouc,r_objet>matière
638,écran,de,soie,r_objet>matière
300,écluse,de,pierre,r_objet>matière
1194,plaque,de,métal,r_objet>matière
139,pyramide,de,pierre,r_objet>matière
1125,poche,de,tissu,r_objet>matière
347,chaise,de,paille,r_objet>matière
824,cierge,de,cire,r_objet>matière
323,ficelle,de,chanvre,r_objet>matière
278,fontaine,de,fer,r_objet>matière
1144,ornement,d',or,r_objet>matière
27,gouttière,de,zinc,r_objet>matière
802,intaille,de,pierre,r_objet>matière
140,sphinx,de,pierre,r_objet>matière
726,socque,de,bois,r_objet>matière
275,chéneau,de,zinc,r_objet>matière
104,coffret,d',argent,r_objet>matière
671,tube,de,soie,r_objet>matière
930,filin,de,lin,r_objet>matière
629,mannequin,de,bois,r_objet>matière
20,pièce,d',or,r_objet>matière
114,urne,de,bronze,r_objet>matière
738,rangers,de,cuir,r_objet>matière
1280,couffin,de,jonc,r_objet>matière
1152,fleuron,d',or,r_objet>matière
946,fil,de,laine,r_objet>matière
739,bottes,de,caoutchouc,r_objet>matière
730,babouche,de,cuir,r_objet>matière
529,morgenstern,de,fer,r_objet>matière
409,métairie,de,pierre,r_objet>matière
1083,poubelle,de,plastique,r_objet>matière
1108,balluchon,de,tissu,r_objet>matière
1042,sangle,de,caoutchouc,r_objet>matière
922,martinet,de,cuir,r_objet>matière
1355,podium,de,pierre,r_objet>matière
1088,boîte,de,carton,r_objet>matière
1064,caisse,de,plastique,r_objet>matière
715,soleret,d',acier,r_objet>matière
192,traverse,de,bois,r_objet>matière
525,gourdin,de,fer,r_objet>matière
270,tuyauterie,de,cuivre,r_objet>matière
163,fortification,de,pierre,r_objet>matière
54,pavé,de,pierre,r_objet>matière
200,rambarde,d',acier,r_objet>matière
442,torchis,d',argile,r_objet>matière
619,sangle,de,cuir,r_objet>matière
928,câble,de,lin,r_objet>matière
696,chemise,de,mailles,r_objet>matière
611,brancard,de,bois,r_objet>matière
1296,pieu,de,bambou,r_objet>matière
490,jeton,de,bois,r_objet>matière
613,flèche,de,bois,r_objet>matière
1211,cordonnet,d',or,r_objet>matière
22,lingot,d',or,r_objet>matière
191,montant,de,bois,r_objet>matière
1011,fil,de,laiton,r_objet>matière
938,corde,de,coco,r_objet>matière
772,agrafe,d',argent,r_objet>matière
1150,palmette,d',or,r_objet>matière
1079,seau,de,plastique,r_objet>matière
826,torche,de,résine,r_objet>matière
342,corbeille,d',osier,r_objet>matière
1208,boucle,de,soie,r_objet>matière
1016,robinet,de,bronze,r_objet>matière
1102,musette,de,toile,r_objet>matière
321,filin,de,chanvre,r_objet>matière
372,escabeau,de,fer,r_objet>matière
1222,bourre,de,laine,r_objet>matière
1298,poteau,de,bambou,r_objet>matière
519,gourdin,de,bois,r_objet>matière
1300,gaule,de,bambou,r_objet>matière
538,faux,de,fer,r_objet>matière
1248,œillet,de,métal,r_objet>matière
661,bonnet,de,coton,r_objet>matière
1262,réseau,de,nylon,r_objet>matière
1070,flacon,de,plastique,r_objet>matière
502,ballon,de,cuir,r_objet>matière
157,pinacle,de,pierre,r_objet>matière
348,tabouret,de,rotin,r_objet>matière
954,peigne,de,laine,r_objet>matière
923,discipline,de,fer,r_objet>matière
834,poussier,de,charbon,r_objet>matière
879,épieu,de,bois,r_objet>matière
247,braisière,de,cuivre,r_objet>matière
1025,joint,de,liège,r_objet>matière
1261,filet,de,nylon,r_objet>matière
898,claymore,d',acier,r_objet>matière
488,soldat,de,plomb,r_objet>matière
302,appontement,de,bois,r_objet>matière
118,chope,d',étain,r_objet>matière
124,croix,d',or,r_objet>matière
637,éventail,de,soie,r_objet>matière
835,houille,de,charbon,r_objet>matière
735,tennis,de,toile,r_objet>matière
797,os,de,calcium,r_objet>matière
812,rosaire,de,bois,r_objet>matière
470,volige,de,pin,r_objet>matière
142,buste,de,bronze,r_objet>matière
132,fonts,de,pierre,r_objet>matière
438,sablière,de,bois,r_objet>matière
591,campanile,de,bronze,r_objet>matière
701,épaulière,d',acier,r_objet>matière
1031,ceinture,de,liège,r_objet>matière
1256,ficelle,de,coton,r_objet>matière
757,fermoir,d',or,r_objet>matière
951,boucle,de,laine,r_objet>matière
231,fenil,de,bois,r_objet>matière
748,baudrier,de,toile,r_objet>matière
113,amphore,d',argile,r_objet>matière
713,jambière,d',acier,r_objet>matière
902,cimeterre,de,fer,r_objet>matière
90,banquette,de,bois,r_objet>matière
653,toque,de,fourrure,r_objet>matière
850,fusil,de,bois,r_objet>matière
1308,planche,de,bambou,r_objet>matière
742,courroie,de,cuir,r_objet>matière
211,hangar,de,bois,r_objet>matière
600,clarine,de,cuivre,r_objet>matière
222,boutique,de,bois,r_objet>matière
725,galoche,de,bois,r_objet>matière
820,empreinte,de,cire,r_objet>matière
337,paillasson,de,paille,r_objet>matière
807,monture,d',or,r_objet>matière
991,cabanon,de,planches,r_objet>matière
626,longe,de,corde,r_objet>matière
604,bride,de,cuir,r_objet>matière
1318,treillis,de,bambou,r_objet>matière
